intervention_name_original	intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_source	target_gene_link	eric_review_target	target_gene_comments	best_name	regulatory_status	comment	priority	db_target	db_status	incl_count
support group (patient and partner)	support group (patient and partner)	behavioral	1	NCT02265757	behavioral									FALSE			1
support provided by social worker	support provided by social worker	behavioral	1	NCT02626377										FALSE			0
supportive care	supportive care	behavioral	2	NCT03335150	behavioral									FALSE			1
supportive psychotherapy	supportive psychotherapy	behavioral	1	NCT02552836	behavioral									FALSE			1
supportive therapy	supportive therapy	behavioral	1	NCT01646333	behavioral									FALSE			1
supressi. t-diet plus range	supressi. t-diet plus range	dietary supplement	1	NCT01192529	molecular						suppressi t-diet	supplement		FALSE			1
surface emg	surface emg	other	1	NCT02896816										FALSE			0
surface emg, mri and pet scan	surface emg, mri and pet scan	other	1	NCT02896816										FALSE			0
surgical implantation	surgical implantation	device	1	NCT01348451	none									FALSE			1
surgical infusion of aav-gad into the subthalamic nucleus	surgical infusion of aav-gad into the subthalamic nucleus	genetic	1	NCT00195143	molecular	GAD1	CT	https://clinicaltrials.gov/ct2/show/NCT00195143			aav-gad	experimental		FALSE			1
suspension of human autologous msc 3p in 1.5 ml	suspension of human autologous msc 3p in 1.5 ml	biological	1	NCT03828123	procedure									FALSE			1
sustiva pill	sustiva pill	drug	1	NCT03706885	molecular	unknown	DB	https://go.drugbank.com/drugs/DB00625			efavirenz	approved		FALSE			1
suvn-502	suvn-502	drug	1	NCT02580305	molecular	unknown	DB	https://go.drugbank.com/drugs/DB06140			suvn-502	experimental		FALSE		non	1
suvorexant	suvorexant	drug	2	NCT02750306	molecular	HCRTR1,HCRTR2	DB	https://go.drugbank.com/drugs/DB09034			suvorexant	approved		FALSE	HCRTR1,HCRTR2	approved	2
swallowing and breathing exercises	swallowing and breathing exercises	other	1	NCT01420796	behavioral									FALSE			1
swallowing exercise	swallowing exercise	other	1	NCT01420796	behavioral									FALSE			1
swallowing quality of life questionnaire	swallowing quality of life questionnaire	other	1	NCT02710110	none									FALSE			1
swallowing related quality of life questionnaire	swallowing related quality of life questionnaire	other	1	NCT02710162	none									FALSE			0
swallowing therapy	swallowing therapy	behavioral	1	NCT03470324	behavioral									FALSE			1
symprove	symprove	other	1	NCT04140760	device									FALSE			1
symprove placebo product	symprove placebo product	other	1	NCT04140760	placebo									FALSE			1
symptogenic stimulation patterns	symptogenic stimulation patterns	procedure	1	NCT02553525	none									FALSE			1
symptomatic treatment of als	symptomatic treatment of als	other	1	NCT02193893	placebo									FALSE			1
syn120	syn120	drug	1	NCT02258152	molecular	HTR2A,HTR6	presentation	https://n.neurology.org/content/92/15_Supplement/S4.005	2	small molecule selective dual serotonin 6 (5-HT6) and serotonin 2A (5-HT2A) receptor antagonist	landipirdine	experimental		FALSE			1
synchronised video-polysomnography	synchronised video-polysomnography	other	1	NCT01886131	none									FALSE			1
syntocinon	syntocinon	drug	1	NCT03260920	molecular	OXTR	DB	https://go.drugbank.com/drugs/DB00107			oxytocin	approved		FALSE			1
t-817ma	t-817ma	drug	2	NCT00663936	molecular	unknown	Alzforum	https://www.alzforum.org/therapeutics/edonerpic			edonerpic	experimental		FALSE			2
t-817ma-h	t-817ma-h	drug	1	NCT02079909	molecular	unknown	Alzforum	https://www.alzforum.org/therapeutics/edonerpic			edonerpic	experimental		FALSE			1
t-817ma-l	t-817ma-l	drug	1	NCT02079909	molecular	unknown	Alzforum	https://www.alzforum.org/therapeutics/edonerpic			edonerpic	experimental		FALSE			1
t-cell infusion	t-cell infusion	genetic	1	NCT01362452	other									FALSE			0
t3d-959	t3d-959	drug	1	NCT02560753	molecular	PPARD,PPARG	Alzforum	https://www.alzforum.org/therapeutics/t3d-959	2	dual agonist of the peroxisome proliferator activated nuclear receptor delta/gamma	t3d-959	experimental		FALSE			1
tablet identical physically to active comparator containing some lactose	tablet identical physically to active comparator containing some lactose	other	1	NCT01099332	placebo									FALSE			1
tablet therapy	tablet therapy	other	1	NCT03047694	device									FALSE			1
tacrolimus	tacrolimus	drug	35	NCT00882895	molecular	FKBP1A	DB	https://go.drugbank.com/drugs/DB00864			tacrolimus	approved		FALSE	FKBP1A	approved	2
tacrolimus (cni) withdrawal	tacrolimus (cni) withdrawal	drug	1	NCT01517984	other									FALSE			0
tacrolimus extended release oral tablet [envarsus]	tacrolimus extended release oral tablet [envarsus]	drug	1	NCT03828682										FALSE			0
tactile stimulation glove	tactile stimulation glove	device	1	NCT03857867	device									FALSE			1
tactile touch	tactile touch	behavioral	1	NCT01734876	behavioral									FALSE			1
tadalafil	tadalafil	drug	1	NCT02225548	molecular	PDE5A	DB	https://go.drugbank.com/drugs/DB00820			tadalafil	approved		FALSE	PDE5A	approved	1
tai chi	tai chi	behavioral	1	NCT00611481	behavioral									TRUE			6
tai chi	tai chi	other	2	NCT02418780	behavioral									TRUE			6
tai chi class	tai chi class	other	1	NCT03563807	behavioral									FALSE			1
tai-chi	tai-chi	other	1	NCT03443752	behavioral									FALSE			1
tailored activity program	tailored activity program	behavioral	1	NCT01892579	behavioral									FALSE			1
tailored lighting intervention	tailored lighting intervention	device	2	NCT03933696	behavioral									FALSE			2
tailored music listening intervention	tailored music listening intervention	behavioral	1	NCT04157244	behavioral									FALSE			1
tailored patient family decision making	tailored patient family decision making	other	1	NCT01160367	behavioral									FALSE			1
tak-071	tak-071	drug	1	NCT02769065	molecular	CHRM1	Pubmed	https://pubmed.ncbi.nlm.nih.gov/30089885/		muscarinic M1 receptor	tak-071	experimental		FALSE			1
tak-071 placebo	tak-071 placebo	drug	1	NCT02769065	placebo									FALSE			1
take-n-slide	take-n-slide	behavioral	1	NCT02015806	behavioral									FALSE			1
talampanel	talampanel	drug	5	NCT00036296	molecular	unknown	DB	https://go.drugbank.com/drugs/DB04982		DB says questionable	talampanel	experimental		FALSE		non	5
talsaclidine	talsaclidine	drug	2	NCT02248116	molecular	CHRM1	Pubmed	https://pubmed.ncbi.nlm.nih.gov/11193166/	2		talsaclidine	experimental		FALSE		non	2
talsaclidine 12 mg	talsaclidine 12 mg	drug	1	NCT02249403	molecular	CHRM1	Pubmed	https://pubmed.ncbi.nlm.nih.gov/11193166/	2		talsaclidine	experimental		FALSE			1
talsaclidine 24 mg	talsaclidine 24 mg	drug	1	NCT02249403	molecular	CHRM1	Pubmed	https://pubmed.ncbi.nlm.nih.gov/11193166/	2		talsaclidine	experimental		FALSE			1
talsaclidine 36 mg	talsaclidine 36 mg	drug	1	NCT02249403	molecular	CHRM1	Pubmed	https://pubmed.ncbi.nlm.nih.gov/11193166/	2		talsaclidine	experimental		FALSE			1
talsaclidine 6 mg	talsaclidine 6 mg	drug	1	NCT02249403	molecular	CHRM1	Pubmed	https://pubmed.ncbi.nlm.nih.gov/11193166/	2		talsaclidine	experimental		FALSE			1
tamibarotene	tamibarotene	drug	1	NCT01120002	molecular	RARA,RARB	DB	https://go.drugbank.com/drugs/DB04942			tamibarotene	experimental		FALSE	RARA,RARB	non	1
tamoxifen	tamoxifen	drug	2	NCT01257581	molecular	ESR1,ESR2	DB	https://go.drugbank.com/drugs/DB00675			tamoxifen	approved		FALSE		non	2
tamoxifen 40 mg daily for one year	tamoxifen 40 mg daily for one year	drug	1	NCT02166944	molecular	ESR1,ESR2	DB	https://go.drugbank.com/drugs/DB00675			tamoxifen	approved		FALSE			1
tandospirone citrate	tandospirone citrate	drug	1	NCT03151382	molecular	HTR1A	Pubmed	https://pubmed.ncbi.nlm.nih.gov/7965783/			tandospirone	approved		FALSE			1
tango	tango	behavioral	1	NCT01768832	behavioral									FALSE			1
tango dancing	tango dancing	behavioral	1	NCT01388556	behavioral									FALSE			1
tas-102	tas-102	drug	1	NCT01867866	molecular							experimental		FALSE		non	0
tas-102 oral solution	tas-102 oral solution	drug	1	NCT01874522	molecular							experimental		FALSE			0
tas-102 tablets	tas-102 tablets	drug	2	NCT01874522	molecular							experimental		FALSE			0
tas-102 with a light tracer dose of [14c] tpi	tas-102 with a light tracer dose of [14c] tpi	drug	1	NCT02031055	none					radiopharmaceutical				FALSE			0
tas-102 with a light tracer dose of [14c]ftd	tas-102 with a light tracer dose of [14c]ftd	drug	1	NCT02031055	none					radiopharmaceutical				FALSE			0
task-priority strategies	task-priority strategies	other	1	NCT03298503	behavioral									FALSE			1
tau (18-f-av-1451)	tau (18-f-av-1451)	drug	1	NCT00950430	none					radiopharmaceutical				FALSE			0
tau pet	tau pet	procedure	1	NCT02759887	none					radiopharmaceutical				FALSE			0
tau pet scan	tau pet scan	combination product	1	NCT03618186	none					radiopharmaceutical				FALSE			0
tau pet scan using mk-6240	tau pet scan using mk-6240	drug	1	NCT03860857	none					radiopharmaceutical				FALSE			0
tauroursodeoxycholic acid	tauroursodeoxycholic acid	drug	1	NCT03800524	molecular	unknown	DB	https://go.drugbank.com/drugs/DB08834	2		tudca	supplement		FALSE		non	1
tauroursodeoxycholic acid (tudca)	tauroursodeoxycholic acid (tudca)	drug	1	NCT00877604	molecular	unknown	DB	https://go.drugbank.com/drugs/DB08834	2		tudca	supplement		FALSE			1
tavapadon	tavapadon	drug	2	NCT04201093	molecular	DRD1,DRD5	Pubmed	https://www.ncbi.nlm.nih.gov/pubmed/32201505	2		tavapadon	experimental		FALSE		non	2
taïso	taïso	other	1	NCT04045925	behavioral									FALSE			1
tbt	tbt	behavioral	1	NCT04176263	behavioral									FALSE			1
tc-5619	tc-5619	drug	1	NCT01254448	molecular	unknown	DB	https://go.drugbank.com/drugs/DB06090			bradanicline	experimental		FALSE			1
tch346	tch346	drug	3	NCT00230074	molecular	unknown	Pubmed	https://pubmed.ncbi.nlm.nih.gov/19759319/	2	anti-apoptotic	omigapil	experimental		FALSE			3
tch346 (dibenz[b,f]oxepin-10-ylmethyl-prop-2-ynyl-amine, hydrogen maleate salt)	tch346 (dibenz[b,f]oxepin-10-ylmethyl-prop-2-ynyl-amine, hydrogen maleate salt)	drug	1	NCT00407212	molecular	unknown	Pubmed	https://pubmed.ncbi.nlm.nih.gov/19759319/	2	anti-apoptotic	omigapil	experimental		FALSE			1
td-9855	td-9855	drug	1	NCT02705755	molecular	SLC6A2	presentation	https://n.neurology.org/content/94/15_Supplement/881	2	norepinephrine reuptake inhibitor	ampreloxetine	experimental		FALSE			1
tdcs	tdcs	device	5	NCT03473522	device									FALSE			14
tdcs	tdcs	other	2	NCT02518412	device									FALSE			14
tdcs + cr	tdcs + cr	other	1	NCT02386670	device									FALSE			1
tdcs associated with tcog	tdcs associated with tcog	other	1	NCT04220593	device									FALSE			1
tele-savvy	tele-savvy	behavioral	3	NCT03033875	behavioral									FALSE			0
tele-yoga	tele-yoga	other	1	NCT04240899	behavioral									FALSE			1
telehealth exercise, speech therapy, medication management	telehealth exercise, speech therapy, medication management	behavioral	1	NCT03381898	behavioral									FALSE			1
telemedicine	telemedicine	other	1	NCT01476306	behavioral									FALSE			1
telemedicine interaction	telemedicine interaction	behavioral	1	NCT02744911	behavioral									FALSE			1
telemedicine program	telemedicine program	device	1	NCT00563745	behavioral									FALSE			0
telephone acceptance and commitment therapy intervention for caregivers	telephone acceptance and commitment therapy intervention for caregivers	behavioral	1	NCT04338750	behavioral									FALSE			0
telephone remote genetic counseling	telephone remote genetic counseling	other	1	NCT02978729	behavioral									FALSE			1
telephone support	telephone support	behavioral	2	NCT00119561	behavioral									FALSE			0
telephone support as needed	telephone support as needed	other	1	NCT02347202	behavioral									FALSE			0
telephone-delivered mindfulness	telephone-delivered mindfulness	behavioral	1	NCT04058886	behavioral									FALSE			0
telesurveillance	telesurveillance	other	1	NCT00613899	behavioral									FALSE			1
telmisartan	telmisartan	drug	1	NCT02085265	molecular	PPARG	DB	https://go.drugbank.com/drugs/DB00966			telmisartan	approved	DB	FALSE		non	1
telmisartan 20mg	telmisartan 20mg	drug	1	NCT02471833	molecular	PPARG	DB	https://go.drugbank.com/drugs/DB00966			telmisartan	approved	DB	TRUE			1
telmisartan 40mg	telmisartan 40mg	drug	1	NCT02471833	molecular	PPARG	DB	https://go.drugbank.com/drugs/DB00966			telmisartan	approved	DB	TRUE			1
tenofovir alafenamide (taf)	tenofovir alafenamide (taf)	drug	1	NCT02437110	molecular	unknown	DB	https://go.drugbank.com/drugs/DB09299			tenofovir alafenamide	approved		FALSE			1
tens	tens	device	1	NCT02190851	device									FALSE			1
tep	tep	drug	1	NCT03417986	molecular	unknown	DB	https://go.drugbank.com/drugs/DB00372			thiethylperazine	approved		FALSE			1
terazosin 5 mg	terazosin 5 mg	drug	1	NCT03905811	molecular	ADRA1A,ADRA1B,ADRA1D	DB	https://go.drugbank.com/drugs/DB01162			terazosin	approved		FALSE			1
testing, evaluation, sampling	testing, evaluation, sampling	other	1	NCT02984137	none									FALSE			0
testosterone	testosterone	drug	1	NCT00004771	molecular	AR	DB	https://go.drugbank.com/drugs/DB00624			testosterone	approved		FALSE		non	1
testosterone gel	testosterone gel	drug	1	NCT00539305	molecular	AR	DB	https://go.drugbank.com/drugs/DB00624			testosterone	approved		FALSE			1
tetrabenazine	tetrabenazine	drug	1	NCT02509793	molecular	SLC18A2					tetrabenazine	approved		FALSE	SLC18A2	approved	1
tetrabenazine withdrawal	tetrabenazine withdrawal	drug	1	NCT01834911	none									FALSE			1
tetrahydrobiopterin	tetrahydrobiopterin	drug	1	NCT01439555	molecular	PAH,NOS3,TH,TPH1	DB	https://go.drugbank.com/drugs/DB00360			sapropterin	approved		FALSE			1
th-cbt	th-cbt	behavioral	2	NCT02505737	behavioral									FALSE			2
th9507 human growth hormone releasing hormone (ghrh)	th9507 human growth hormone releasing hormone (ghrh)	drug	1	NCT00257712	molecular	GHRHR	DB	https://go.drugbank.com/drugs/DB08869			tesamorelin	approved		FALSE			1
thalamotomy	thalamotomy	radiation	1	NCT02585583										FALSE			0
thalidomide	thalidomide	drug	2	NCT01094340	molecular	CRBN,TNF,NFKB1	DB	https://go.drugbank.com/drugs/DB01041			thalidomide	approved		FALSE	CRBN,TNF,NFKB1,FGFR2	approved	2
thalidomide (drug)	thalidomide (drug)	drug	1	NCT00231140	molecular	CRBN,TNF,NFKB1	DB	https://go.drugbank.com/drugs/DB01041			thalidomide	approved		FALSE			1
the attention control condition	the attention control condition	behavioral	1	NCT04179721	behavioral									FALSE			1
the center for neurologic studies bulbar function scale	the center for neurologic studies bulbar function scale	other	1	NCT02710162	none									FALSE			0
the cognishunt® system	the cognishunt® system	device	1	NCT00056628	device									FALSE			1
the lawton instrumental activities of daily living score (iadl), and the disability assessment of dementia score (dad-6	the lawton instrumental activities of daily living score (iadl), and the disability assessment of dementia score (dad-6	other	1	NCT02302482	none									FALSE			1
the lfp beta adbs system	the lfp beta adbs system	device	1	NCT03446833	device									FALSE			1
the other training with neurofeedback	the other training with neurofeedback	other	1	NCT03837548	behavioral									FALSE			0
the progressively lowered stress threshold model	the progressively lowered stress threshold model	other	1	NCT04305652	none									FALSE			1
the residential care transition module	the residential care transition module	behavioral	1	NCT02915939	behavioral									FALSE			0
the resonator	the resonator	device	1	NCT00779155	device									FALSE			1
the resonator control	the resonator control	device	1	NCT00779155	device									FALSE			1
the role of the noradrenergic system across the life span (healthy subjects)	the role of the noradrenergic system across the life span (healthy subjects)	other	1	NCT03942289	none									FALSE			0
the role of the noradrenergic system across the life span (parkinson's disease subjects)	the role of the noradrenergic system across the life span (parkinson's disease subjects)	other	1	NCT03942289	none									FALSE			0
the training by verve system	the training by verve system	other	1	NCT01798199	behavioral									FALSE			1
theraband training program	theraband training program	behavioral	1	NCT02297893	behavioral									FALSE			1
therapeutic allogeneic lymphocytes	therapeutic allogeneic lymphocytes	biological	1	NCT00448201	other									FALSE			0
therapeutic education meetings	therapeutic education meetings	other	1	NCT02968875	behavioral									FALSE			1
therapeutic education program	therapeutic education program	behavioral	1	NCT01717144	behavioral									FALSE			1
therapeutic education workshop	therapeutic education workshop	other	1	NCT04228523	behavioral									FALSE			1
therapeutic educational program	therapeutic educational program	behavioral	1	NCT01796314	behavioral									FALSE			1
therapeutic immune globulin	therapeutic immune globulin	biological	1	NCT00806767	other									FALSE			0
therapeutic lifestyles changes diet	therapeutic lifestyles changes diet	behavioral	1	NCT03860792	behavioral									FALSE			1
therapeutic stimulation patterns	therapeutic stimulation patterns	procedure	1	NCT02553525	device									FALSE			1
therapeutic yoga for people with parkinson's disease	therapeutic yoga for people with parkinson's disease	other	1	NCT02902510	behavioral									FALSE			1
therapist leap session feedback	therapist leap session feedback	device	1	NCT03458169	behavioral									FALSE			1
therapy light room	therapy light room	other	1	NCT03357328	behavioral									FALSE			1
thermography	thermography	diagnostic test	1	NCT03094910	none									FALSE			0
theta-burst stimulation (tbs)	theta-burst stimulation (tbs)	device	1	NCT04042532	device									FALSE			1
thiotepa	thiotepa	drug	3	NCT00857389	molecular						thiotepa	approved		FALSE		approved	0
thn 201	thn 201	drug	1	NCT03698695	molecular						thn 201	experimental		FALSE			0
thn102 dosage a	thn102 dosage a	drug	1	NCT03624920	molecular	SLC6A3,SCN5A,SCN4A	DB	https://go.drugbank.com/drugs/DB00745			modafinil,flecainide	combination		FALSE			1
thn102 dosage b	thn102 dosage b	drug	1	NCT03624920	molecular	SLC6A3,SCN5A,SCN4A	DB	https://go.drugbank.com/drugs/DB00745			modafinil,flecainide	combination		FALSE			1
thn102 dosage c	thn102 dosage c	drug	1	NCT03624920	molecular	SLC6A3,SCN5A,SCN4A	DB	https://go.drugbank.com/drugs/DB00745			modafinil,flecainide	combination		FALSE			1
thymatron iv device (somatics)	thymatron iv device (somatics)	device	1	NCT02438202	device									FALSE			1
thymoglobulin	thymoglobulin	drug	13	NCT00813124	molecular	MR1,ITGAL,CD86,FCGR2B,CD4,ITGB1,ITGAV,ITGB3	DB	https://go.drugbank.com/drugs/DB00098			thymoglobulin	approved		FALSE			1
thymoglobulin (atg)	thymoglobulin (atg)	drug	2	NCT00857389	molecular	MR1,ITGAL,CD86,FCGR2B,CD4,ITGB1,ITGAV,ITGB3	DB	https://go.drugbank.com/drugs/DB00098			thymoglobulin	approved		FALSE			1
thymoglobulin®, rabbit anti-thymocyte globulin (ratg)	thymoglobulin®, rabbit anti-thymocyte globulin (ratg)	biological	1	NCT00542828	molecular						thymoglobulin	approved		FALSE			0
tiapridal	tiapridal	drug	1	NCT00632645	molecular	DRD2,DRD3	DB	https://go.drugbank.com/drugs/DB13025			tiapridal	experimental		FALSE			1
tideglusib	tideglusib	drug	3	NCT01350362	molecular	GSK3B	Alzforum	https://www.alzforum.org/therapeutics/tideglusib			tideglusib	experimental		FALSE	GSK3B	non	3
tigan®	tigan®	drug	1	NCT00489255	molecular	unknown	DB	https://go.drugbank.com/drugs/DB00662			trimethobenzamide	approved		FALSE			1
tilt table test	tilt table test	diagnostic test	1	NCT03094910	none									FALSE			0
tim telehealth arm	tim telehealth arm	other	1	NCT02464748	behavioral									FALSE			1
timed activity intervention	timed activity intervention	behavioral	1	NCT03682185	behavioral									FALSE			1
timed planned activity	timed planned activity	behavioral	1	NCT01920672	behavioral									FALSE			1
tip / impact plus care coordination	tip / impact plus care coordination	behavioral	1	NCT02742597	behavioral									FALSE			0
tirasemtiv	tirasemtiv	drug	2	NCT02496767	molecular	TNNC1,TNNC2	Pubmed	https://pubmed.ncbi.nlm.nih.gov/22344294/	2		tirasemtiv	experimental		FALSE		non	2
tissue implantation	tissue implantation	procedure	1	NCT00004844	procedure									FALSE			1
tli	tli	procedure	1	NCT00882895	other									FALSE			0
tms	tms	device	2	NCT03243214	device									FALSE			2
tms , h2-coil	tms , h2-coil	device	1	NCT01334450	device									FALSE			1
tms and cognitive stimulation	tms and cognitive stimulation	device	1	NCT01825330	device									FALSE			1
tms single/paired pulse	tms single/paired pulse	procedure	1	NCT01019343	device									FALSE			1
tms stimulation	tms stimulation	device	1	NCT00909285	device									FALSE			1
tms, h coil	tms, h coil	device	1	NCT01179373	device									FALSE			1
tms-eeg	tms-eeg	procedure	1	NCT03940677	device									FALSE			0
tnm (trade name), a form of brainstem stimulation	tnm (trade name), a form of brainstem stimulation	device	1	NCT02134795	device									FALSE			1
tocilizumab	tocilizumab	drug	1	NCT02469896	molecular	IL6R	DB	https://go.drugbank.com/drugs/DB06273			tocilizumab	approved		FALSE	IL6R	approved	1
tocotrienols	tocotrienols	dietary supplement	1	NCT04140136	molecular	unknown	DB	https://go.drugbank.com/drugs/DB00163			tocotrienols	supplement		FALSE			1
tol101	tol101	drug	2	NCT01154387	molecular						tol101	experimental		FALSE			0
tolbutamide	tolbutamide	drug	1	NCT02211079	molecular						tolbutamide	approved		FALSE	ABCC8	approved	0
tolcapone	tolcapone	drug	2	NCT00604591	molecular	COMT	DB	https://go.drugbank.com/drugs/DB00323			tolcapone	approved		FALSE	COMT	approved	2
tongue piercing	tongue piercing	procedure	1	NCT01124292	behavioral									FALSE			1
topiramate	topiramate	drug	2	NCT01789047	molecular	GABRA1,SCN1A,GRIK1,CA2,CA4,CACNA1C	DB	https://go.drugbank.com/drugs/DB00273			topiramate	approved		FALSE	GABRA1,SCN1A,GRIK1,CA2,CA4,CACNA1C	approved	2
topiramate (drug)	topiramate (drug)	drug	1	NCT00296959	molecular	GABRA1,SCN1A,GRIK1,CA2,CA4,CACNA1C	DB	https://go.drugbank.com/drugs/DB00273			topiramate	approved		FALSE			1
total body irradiation	total body irradiation	radiation	1	NCT01509300	other									FALSE			0
total body irradiation (tbi)	total body irradiation (tbi)	radiation	5	NCT03734601	other									FALSE			0
total intravenous anesthesia with propofol	total intravenous anesthesia with propofol	drug	1	NCT01993836	none									FALSE			1
total lymphoid irradiation	total lymphoid irradiation	other	1	NCT01081405	other									FALSE			0
total lymphoid irradiation	total lymphoid irradiation	radiation	4	NCT03591302	other									FALSE			0
total lymphoid irradiation (tli)	total lymphoid irradiation (tli)	procedure	2	NCT00482053	other									FALSE			0
total lymphoid irradiation (tli)	total lymphoid irradiation (tli)	radiation	2	NCT00568633	other									FALSE			0
total lymphoid irradiation and anti-thymocyte globulin	total lymphoid irradiation and anti-thymocyte globulin	drug	1	NCT01566656	other									FALSE			0
total-body irradiation	total-body irradiation	radiation	2	NCT00589563	other									FALSE			0
total-body irradiation (tbi)	total-body irradiation (tbi)	radiation	1	NCT01598025	other									FALSE			0
tower of hanoi	tower of hanoi	device	1	NCT01887054	device									FALSE			1
tozadenant	tozadenant	drug	3	NCT00605553	molecular	ADORA2A	Pubmed	https://pubmed.ncbi.nlm.nih.gov/25008546/	2		tozadenant	experimental		FALSE		non	3
tozadenant (syn115) 120 mg bid	tozadenant (syn115) 120 mg bid	drug	1	NCT01283594	molecular	ADORA2A	Pubmed	https://pubmed.ncbi.nlm.nih.gov/25008546/	2		tozadenant	experimental		FALSE			1
tozadenant (syn115) 180 mg bid	tozadenant (syn115) 180 mg bid	drug	1	NCT01283594	molecular	ADORA2A	Pubmed	https://pubmed.ncbi.nlm.nih.gov/25008546/	2		tozadenant	experimental		FALSE			1
tozadenant (syn115) 240 mg bid	tozadenant (syn115) 240 mg bid	drug	1	NCT01283594	molecular	ADORA2A	Pubmed	https://pubmed.ncbi.nlm.nih.gov/25008546/	2		tozadenant	experimental		FALSE			1
tozadenant (syn115) 60 mg bid	tozadenant (syn115) 60 mg bid	drug	1	NCT01283594	molecular	ADORA2A	Pubmed	https://pubmed.ncbi.nlm.nih.gov/25008546/	2		tozadenant	experimental		FALSE			1
tpi-287 2 mg/m2	tpi-287 2 mg/m2	drug	1	NCT01966666	molecular	MAPT	Alzforum	https://www.alzforum.org/therapeutics/tpi-287			tpi-287	experimental		FALSE			1
tpi-287 20 mg/m2	tpi-287 20 mg/m2	drug	1	NCT01966666	molecular	MAPT	Alzforum	https://www.alzforum.org/therapeutics/tpi-287			tpi-287	experimental		FALSE			1
tpi-287 6.3 mg/m2	tpi-287 6.3 mg/m2	drug	1	NCT01966666	molecular	MAPT	Alzforum	https://www.alzforum.org/therapeutics/tpi-287			tpi-287	experimental		FALSE			1
tps (neurolith)	tps (neurolith)	device	1	NCT04333511	device									FALSE			1
tracking eye movement	tracking eye movement	device	1	NCT01495897	none									FALSE			0
tracking eye movement under deep brain stimulation	tracking eye movement under deep brain stimulation	device	1	NCT01495897	none									FALSE			0
traditional chinese medicinal mixture (composed of roucongrong and adjuvant)	traditional chinese medicinal mixture (composed of roucongrong and adjuvant)	drug	1	NCT00629161	molecular	unknown			2		roucongrong	supplement		FALSE			1
traditional clinical practice	traditional clinical practice	other	1	NCT04176302										FALSE			0
traditional evaluation instruments	traditional evaluation instruments	behavioral	1	NCT00546767	none									TRUE			1
traditional physical therapy	traditional physical therapy	other	1	NCT03869879	placebo									FALSE			1
traditional proton fmri	traditional proton fmri	other	1	NCT02638519										FALSE			0
traditional pt rehabilitation treatment	traditional pt rehabilitation treatment	other	1	NCT03815409	placebo									FALSE			1
traditional rehabilitation	traditional rehabilitation	other	1	NCT03212014	placebo									FALSE			1
traditional therapeutic exercise	traditional therapeutic exercise	behavioral	1	NCT01014663	placebo									FALSE			1
traditional treadmill	traditional treadmill	behavioral	1	NCT03546244	placebo									FALSE			1
train-ad	train-ad	behavioral	1	NCT03244917	behavioral									FALSE			1
training	training	other	1	NCT04045080	behavioral									FALSE			1
training and valuation of the treating personnel	training and valuation of the treating personnel	other	1	NCT00824967	behavioral									FALSE			0
training intervention	training intervention	behavioral	1	NCT03444181	behavioral									FALSE			1
training with hwa device	training with hwa device	device	1	NCT03751371	behavioral									FALSE			1
training with neurofeedback	training with neurofeedback	other	1	NCT03837548	behavioral									FALSE			0
tramiprosate (3aps)	tramiprosate (3aps)	drug	1	NCT00314912	molecular	GRM5,GABBR1,GRIN1	DB	https://go.drugbank.com/drugs/DB00659			acamprosate	approved	homotaurine	FALSE			1
trancutaneous spinal direct current stimulation (tsdcs)	trancutaneous spinal direct current stimulation (tsdcs)	procedure	1	NCT01019343	device									FALSE			1
transcranial alternating current stimulation	transcranial alternating current stimulation	device	2	NCT04088643	device									FALSE			2
transcranial alternating current stimulation (tacs)	transcranial alternating current stimulation (tacs)	device	4	NCT03412604	device									FALSE			4
transcranial direct current stimulation	transcranial direct current stimulation	device	14	NCT03127475	device									FALSE			51
transcranial direct current stimulation	transcranial direct current stimulation	other	2	NCT02216474	device									FALSE			51
transcranial direct current stimulation	transcranial direct current stimulation	procedure	1	NCT03759132	device									FALSE			51
transcranial direct current stimulation (tdcs)	transcranial direct current stimulation (tdcs)	device	8	NCT03846492	device									FALSE			16
transcranial direct current stimulation (tdcs)	transcranial direct current stimulation (tdcs)	procedure	1	NCT01602276	device									FALSE			16
transcranial direct current stimulation (tdcs) soterix medical inc. tdcs unit	transcranial direct current stimulation (tdcs) soterix medical inc. tdcs unit	device	2	NCT02155946	device									FALSE			2
transcranial direct current stimulation at 2 ma	transcranial direct current stimulation at 2 ma	device	1	NCT04046055	device									FALSE			1
transcranial direct current stimulation at 4 ma	transcranial direct current stimulation at 4 ma	device	1	NCT04046055	device									FALSE			1
transcranial direct current stimulation(tdcs)	transcranial direct current stimulation(tdcs)	procedure	1	NCT01019343	device									FALSE			1
transcranial exablate	transcranial exablate	device	1	NCT02347254	device									FALSE			1
transcranial exablate system	transcranial exablate system	device	1	NCT02252380	device									FALSE			1
transcranial low voltage pulsed electromagnetic fields (t-pemf)	transcranial low voltage pulsed electromagnetic fields (t-pemf)	device	1	NCT02125032	device									FALSE			1
transcranial magnetic resonance guided focused ultrasound pallidotomy	transcranial magnetic resonance guided focused ultrasound pallidotomy	device	1	NCT02003248	device									FALSE			1
transcranial magnetic stimulation	transcranial magnetic stimulation	device	6	NCT02236832	device									FALSE			27
transcranial magnetic stimulation	transcranial magnetic stimulation	other	3	NCT02969941	device									FALSE			27
transcranial magnetic stimulation	transcranial magnetic stimulation	radiation	1	NCT03273270	device									FALSE			27
