disease_area	nct	year	intervention_name	drug	regulatory_status	approval_year	patient_years	gen_assoc	target_gene	target_status	classification	priority
alzheimer	NCT02792257	2017	dronabinol (marinol®)	dronabinol	approved				CNR1	approved	repurposing	3
ftd/als	NCT02794857	2016	np001	np001	experimental		177.5770020533881			non	novel, unsup	2
parkinson	NCT02799381	2017	abt-slv187	carbidopa,levodopa	combination		164.2053388090349		DRD1	approved	combination	4
parkinson	NCT02803749	2016	buspirone	buspirone	approved		48.64065708418891		HTR1A	approved	repurposing	3
parkinson	NCT02807675	2016	cvt-301, lip	levodopa	approved	1975	15.080082135523615		DRD1	approved	post-approval	7
parkinson	NCT02812147	2016	l-dops	droxidopa	approved				ADRA1A	approved	repurposing	3
parkinson	NCT02815800	2016	ethnodyne visio	withania somnifera,emblica oficinalis,bacopa monnieri	supplement		36.53388090349076			non	novel, unsup	2
alzheimer	NCT02817906	2016	iti-007	lumateperone	approved		442.4394250513347		HTR2A	approved	repurposing	3
parkinson	NCT02818777	2016	cannabidiol	cannabidiol	approved		14.094455852156058		CNR1	approved	repurposing	3
alzheimer	NCT02820896	2016	ro7105705	semorinemab	experimental		73.34154688569473		MAPT	non	novel, unsup	2
parkinson	NCT02834507	2005	sinemet®	carbidopa,levodopa	combination		12.744695414099931		DRD1	approved	combination	4
parkinson	NCT02838797	2016	rq-00000010	rq10	experimental		164.06570841889118		HTR4	approved	metoo	5
parkinson	NCT02847442	2016	bia 9-1067	opicapone	approved	2020	833.9055441478439		COMT	approved	pre-approval	6
parkinson	NCT02847650	2016	pf-06649751	tavapadon	experimental		73.19096509240246		DRD1	approved	metoo	5
ftd/als	NCT02851914	2015	selective serotonin uptake inhibitors (""ssri"")	ssri	approved		7.715263518138261		SLC6A4	approved	repurposing	3
parkinson	NCT02857244	2016	donepezil	donepezil	approved		0		ACHE	approved	repurposing	3
alzheimer	NCT02860065	2016	cpc-201	donepezil,solifenacin	combination		0		CHRM3	approved	combination	4
ftd/als	NCT02862210	2017	lithium carbonate	lithium	approved					non	repurposing	3
parkinson	NCT02864004	2017	apomorphine	apomorphine	approved	2004			DRD4	approved	post-approval	7
ftd/als	NCT02868567	2016	dalfampridine	dalfampridine	approved				KCNA1	approved	repurposing	3
ftd/als	NCT02868580	2016	triumeq	dolutegravir	approved		93.12251882272416			non	repurposing	3
ftd/als	NCT02870634	2016	cu(ii)atsm	Cu(II)atsm	experimental					non	novel, unsup	2
parkinson	NCT02871427	2016	nelotanserin	nelotanserin	experimental				HTR2A	approved	metoo	5
ftd/als	NCT02872142	2016	albutein 5%	albumin	approved		35.05544147843943			non	repurposing	3
multiple	NCT02880033	2011	deferiprone	deferiprone	approved		817.0841889117044			non	repurposing	3
alzheimer	NCT02880956	2016	abbv-8e12	tilavonemab	experimental		2164.229979466119		MAPT	non	novel, unsup	2
alzheimer	NCT02886494	2016	bac	bac	experimental		153.31964407939768			non	novel, unsup	2
parkinson	NCT02897063	2016	droxidopa	droxidopa	approved				ADRA1A	approved	repurposing	3
parkinson	NCT02906020	2016	gz/sar402671	venglustat	experimental		1655.1129363449693		UGCG	approved	metoo	5
alzheimer	NCT02907567	2016	ct1812	elayta	experimental		18.986995208761122			non	novel, unsup	2
multiple	NCT02910102	2016	rvt-101 35 mg	intepirdine	experimental		41.19917864476386		HTR6	approved	metoo	5
alzheimer	NCT02912936	2016	ketogenic medium chain triglyceride drink (mct drink)	mct oil	supplement					non	novel, unsup	2
parkinson	NCT02914366	2015	ambroxol	ambroxol	approved					non	repurposing	3
alzheimer	NCT02916056	2016	azeliragon 5mg	azeliragon	experimental		446.2861054072553		AGER	non	novel, unsup	2
alzheimer	NCT02925650	2017	posiphen	posiphen	experimental			OMIM	APP	non	novel, supported	1
parkinson	NCT02933372	2015	varenicline	varenicline	approved		255.02532511978097		CHRNA4	approved	repurposing	3
parkinson	NCT02934919	2016	nalmefene	nalmefene	approved				OPRM1	approved	repurposing	3
ftd/als	NCT02936635	2016	tirasemtiv	tirasemtiv	experimental		566.5160848733744		TNNC1	approved	metoo	5
parkinson	NCT02939391	2016	kw-6356	kw-6356	experimental		221.8343600273785		ADORA2A	approved	metoo	5
parkinson	NCT02940912	2016	apomorphine	apomorphine	approved	2004			DRD4	approved	post-approval	7
parkinson	NCT02941822	2016	ambroxol	ambroxol	approved		32.492813141683776			non	repurposing	3
alzheimer	NCT02947893	2017	nilotinib capsule(s) once a day by mouth	nilotinib	approved				ABL1	approved	repurposing	3
parkinson	NCT02953665	2017	liraglutide	liraglutide	approved				GLP1R	approved	repurposing	3
parkinson	NCT02954978	2017	nilotinib 150mg oral capsule [tasigna]	nilotinib	approved		262.217659137577		ABL1	approved	repurposing	3
alzheimer	NCT02955706	2016	acetyl-l-carnitine	acetyl-l-carnitine	approved					non	repurposing	3
alzheimer	NCT02956486	2016	elenbecestat (e2609)	elenbecestat	experimental		8368.043805612595		BACE1	non	novel, unsup	2
parkinson	NCT02969369	2016	sep-363856	ulotaront	experimental				HTR1A	approved	metoo	5
parkinson	NCT02970019	2017	k0706	k0706	experimental		129.6098562628337		ABL1	approved	metoo	5
alzheimer	NCT02972658	2017	lanabecestat	lanabecestat	experimental		652.3915126625599		BACE1	non	novel, unsup	2
parkinson	NCT02982512	2017	dexmedetomidine	dexmedetomidine	approved				ADRA2A	approved	repurposing	3
ftd/als	NCT02988297	2020	rns60	rns60	experimental					non	novel, unsup	2
alzheimer	NCT02989402	2018	rivastigmine	rivastigmine	approved	2000			ACHE	approved	post-approval	7
alzheimer	NCT02991235	2016	prj212	prj212	experimental					non	novel, unsup	2
alzheimer	NCT02992132	2016	pimavanserin 20 mg	pimavanserin	approved		143.44147843942505		HTR2A	approved	repurposing	3
alzheimer	NCT02997982	2016	valaciclovir 500mg tablet	valaciclovir	approved		107.42505133470226			non	repurposing	3
parkinson	NCT03000569	2016	sage-217	sage-217	experimental		23.104722792607802		GABRA1	approved	metoo	5
alzheimer	NCT03001557	2016	lemborexant 10 mg	lemborexant	approved		209.39630390143736		HCRTR1	approved	repurposing	3
parkinson	NCT03007888	2016	er cd-ld	carbidopa,levodopa	combination		19.9315537303217		DRD1	approved	combination	4
alzheimer	NCT03008161	2016	npt088	npt088	experimental		181.11156741957564			non	novel, unsup	2
parkinson	NCT03011476	2017	donepezil	donepezil	approved				ACHE	approved	repurposing	3
ftd/als	NCT03019419	2017	perampanel	perampanel	approved				GRIA1	approved	repurposing	3
alzheimer	NCT03019536	2017	ly3303560 - iv	zagotenemab	experimental		56.18069815195072		MAPT	non	novel, unsup	2
ftd/als	NCT03020797	2016	perampanel	perampanel	approved				GRIA1	approved	repurposing	3
parkinson	NCT03022201	2013	da-9701	da-9701	supplement		123.42231348391513			non	novel, unsup	2
alzheimer	NCT03031184	2017	mirtazapine	mirtazapine	approved				HTR2A	approved	repurposing	3
parkinson	NCT03033498	2017	abbv-951	abbv-951	experimental		59.70704996577687		DDC	approved	metoo	5
parkinson	NCT03034538	2016	zonegran	zonisamide	approved				SCN1A	approved	repurposing	3
parkinson	NCT03034564	2017	northera	droxidopa	approved				ADRA1A	approved	repurposing	3
alzheimer	NCT03036280	2016	elenbecestat (e2609)	elenbecestat	experimental		7017.998631074606		BACE1	non	novel, unsup	2
parkinson	NCT03037203	2017	jzp-110	solriamfetol	approved		104.26283367556468			non	repurposing	3
alzheimer	NCT03038035	2016	mlc901	mlc901	supplement					non	novel, unsup	2
alzheimer	NCT03038334	2017	magnesium sulfate	magnesium sulfate	supplement				CACNA1C	approved	metoo	5
ftd/als	NCT03039673	2017	il-2	aldesleukin	approved		1277.5906913073238		IL2RB	approved	repurposing	3
alzheimer	NCT03044249	2017	mp-101	mp-101	experimental		230.2094455852156			non	novel, unsup	2
parkinson	NCT03047629	2017	ent-01	ent-01	experimental		54.620123203285424			non	novel, unsup	2
ftd/als	NCT03049046	2017	cc100	cc100	experimental					non	novel, unsup	2
parkinson	NCT03051607	2017	tozadenant	tozadenant	experimental		50.776180698151954		ADORA2A	approved	metoo	5
alzheimer	NCT03055741	2016	dhp1401	spinosin	supplement		466.2012320328542			non	novel, unsup	2
alzheimer	NCT03056495	2017	n-hydroxy-n'-phenyl-octanediamide (vorinostat)	vorinostat	approved				HDAC1	approved	repurposing	3
alzheimer	NCT03056729	2017	biib076	biib076	experimental		139.7946611909651		MAPT	non	novel, unsup	2
alzheimer	NCT03061474	2017	nicotinamide	nicotinamide	approved				BST1	approved	repurposing	3
parkinson	NCT03061513	2012	ubiquinol	ubiquinol	supplement		53.24572210814511			non	novel, unsup	2
alzheimer	NCT03062449	2017	l-serine	serine	supplement					non	novel, unsup	2
parkinson	NCT03065192	2017	vy-aadc01	vy-aadc01	experimental				DDC	approved	metoo	5
parkinson	NCT03068481	2017	kdt-3594	am006	experimental		53.125256673511295		DRD2	approved	metoo	5
ftd/als	NCT03068754	2017	acthar	corticotropin	approved		323.78097193702945		MC2R	approved	repurposing	3
alzheimer	NCT03069014	2017	400mg lm11a-31-bhs	LM11A-31	experimental		876.5667351129364		NGFR	non	novel, unsup	2
parkinson	NCT03069911	2018	onabotulinumtoxina	botulinum toxin a	approved		1.7412731006160165		SNAP25	approved	repurposing	3
ftd/als	NCT03070119	2017	biib067	tofersen	experimental			OMIM	SOD1	non	novel, supported	1
alzheimer	NCT03073876	2005	donepezil hydrochloride	donepezil	approved	1996	377.07049965776866		ACHE	approved	post-approval	7
alzheimer	NCT03075241	2016	zolpidem	zolpidem	approved				GABRA1	approved	repurposing	3
alzheimer	NCT03082755	2017	gabapentin enacarbil	gabapentin	approved				CACNA2D1	approved	repurposing	3
parkinson	NCT03083132	2017	modafinil 50mg	modafinil	approved		55.540041067761805		SLC6A3	approved	repurposing	3
alzheimer	NCT03090516	2016	ginkgo biloba dispersible tablets	ginkgo biloba	supplement					non	novel, unsup	2
alzheimer	NCT03093519	2017	khk6640	khk6640	experimental		15.983572895277208	OMIM	APP	non	novel, supported	1
alzheimer	NCT03094546	2017	polyamine	polyamine	supplement					non	novel, unsup	2
parkinson	NCT03098368	2016	rotigotine	rotigotine	approved	2007			DRD3	approved	post-approval	7
parkinson	NCT03100149	2017	ro7046015	prasinezumab	experimental		1152.394250513347	OMIM	SNCA	non	novel, supported	1
alzheimer	NCT03101085	2017	s-equol	equol	experimental					non	novel, unsup	2
parkinson	NCT03103399	2006	nebicapone	nebicapone	experimental		250.34907597535934		COMT	approved	metoo	5
ftd/als	NCT03103815	2017	amivita	amivita	experimental					non	novel, unsup	2
parkinson	NCT03104725	2017	n-acetylcysteine	acetylcysteine	approved		14.537987679671458		GSS	approved	repurposing	3
alzheimer	NCT03108846	2018	escitalopram	escitalopram	approved				SLC6A4	approved	repurposing	3
parkinson	NCT03111485	2017	sinemet cr	carbidopa,levodopa	combination				DRD1	approved	combination	4
alzheimer	NCT03113812	2014	abvac40	abvac41	experimental		37.782340862423	OMIM	APP	non	novel, supported	1
ftd/als	NCT03114215	2016	md1003	biotin	supplement		42.71047227926078			non	novel, unsup	2
alzheimer	NCT03114657	2017	crenezumab	crenezumab	experimental		1774.1930184804928	OMIM	APP	non	novel, supported	1
parkinson	NCT03115827	2017	droxidopa	droxidopa	approved		25.13347022587269		ADRA1A	approved	repurposing	3
alzheimer	NCT03116126	2019	guanfacine	guanfacine	approved				ADRA2A	approved	repurposing	3
alzheimer	NCT03118947	2017	pimavanserin	pimavanserin	approved		158.32443531827516		HTR2A	approved	repurposing	3
ftd/als	NCT03127514	2017	amx0035	sodium phenylbutyrate,tudca	combination					non	combination	4
alzheimer	NCT03131453	2017	cnp520 15mg	umibecestat	experimental		3143.4551676933606		BACE1	non	novel, unsup	2
ftd/als	NCT03136809	2018	cu(ii)atsm	Cu(II)atsm	experimental		82.63928815879535			non	novel, unsup	2
alzheimer	NCT03151382	2017	tandospirone citrate	tandospirone	approved				HTR1A	approved	repurposing	3
parkinson	NCT03151460	2014	dopamine agent	levodopa	approved	1975	63.29911019849418		DRD1	approved	post-approval	7
ftd/als	NCT03160898	2017	ck-2127107	reldesemtiv	experimental		741.0759753593429		TNNT3	non	novel, unsup	2
parkinson	NCT03162874	2017	pxt002331 - dose 1	foliglurax	experimental		417.8069815195072		GRM4	non	novel, unsup	2
ftd/als	NCT03168711	2017	inosine	inosine	approved					non	repurposing	3
alzheimer	NCT03168997	2017	memantine hydrochloride	memantine	approved	2003			GRIN1	approved	post-approval	7
parkinson	NCT03173781	2016	droxidopa	droxidopa	approved		31.50718685831622		ADRA1A	approved	repurposing	3
ftd/als	NCT03174886	2017	aadvac1 160 µg	aadvac1	experimental		107.42505133470226	OMIM	MAPT	non	novel, supported	1
alzheimer	NCT03179501	2017	np001	np001	experimental		3.646817248459959			non	novel, unsup	2
alzheimer	NCT03184467	2017	gv1001 0.56 mg	gv1001	experimental				TERT	non	novel, unsup	2
alzheimer	NCT03185208	2017	lithium carbonate	lithium	approved					non	repurposing	3
parkinson	NCT03185481	2017	1 mg qd to 15 mg qd pf-06649751	tavapadon	experimental		1.5195071868583163		DRD1	approved	metoo	5
ftd/als	NCT03186040	2017	lacosamide	lacosamide	approved					non	repurposing	3
alzheimer	NCT03186989	2017	ionis maptrx	biib080	experimental		225.5605749486653		MAPT	non	novel, unsup	2
parkinson	NCT03187301	2017	moxifloxacin	moxifloxacin	approved		16.098562628336754			non	repurposing	3
parkinson	NCT03189563	2018	da-9805 45mg	da-9805	supplement		70.30800821355236			non	novel, unsup	2
parkinson	NCT03194217	2017	ben-2001	bavisant	experimental		382.9486652977413		HRH3	approved	metoo	5
parkinson	NCT03195231	2017	wuling powder	wuling	supplement					non	novel, unsup	2
ftd/als	NCT03196375	2017	flx-787-odt (orally disintegrating tablet)	flx-788	experimental		53.81519507186858		TRPA1	approved	metoo	5
alzheimer	NCT03197740	2017	aricept tab	donepezil	approved	1996			ACHE	approved	post-approval	7
ftd/als	NCT03204500	2016	active treatment with dual therapy	valproic acid,lithium carbonate	combination					non	combination	4
parkinson	NCT03204929	2017	cu(ii)atsm	Cu(II)atsm	experimental		78.84736481861738			non	novel, unsup	2
parkinson	NCT03205488	2017	cohort 1:nilotinib oral capsules (150mg or 300mg)	nilotinib	approved		221.9712525667351		ABL1	approved	repurposing	3
huntington	NCT03225833	2017	wve-120101	wve-120101	experimental			OMIM	HTT	non	novel, supported	1
huntington	NCT03225846	2017	wve-120102	wve-120102	experimental			OMIM	HTT	non	novel, supported	1
alzheimer	NCT03226522	2017	bupropion	bupropion	approved				SLC6A3	approved	repurposing	3
parkinson	NCT03229174	2018	droxidopa	droxidopa	approved				ADRA1A	approved	repurposing	3
alzheimer	NCT03234686	2018	deferiprone 600mg delayed release tablets	deferiprone	approved					non	repurposing	3
parkinson	NCT03242499	2017	lovastatin	lovastatin	approved				HMGCR	approved	repurposing	3
parkinson	NCT03250117	2017	ropinirole implant	ropinirole	approved	1997	1.839835728952772		DRD3	approved	post-approval	7
alzheimer	NCT03250741	2016	rotigotine transdermal patch	rotigotine	approved		227.24709103353868		DRD3	approved	repurposing	3
parkinson	NCT03257046	2017	iti-214	lenrispodun	experimental		39.97262149212868		PDE1C	non	novel, unsup	2
parkinson	NCT03258294	2016	melatonin(circadin®)	melatonin	supplement				MTNR1A	approved	metoo	5
ftd/als	NCT03260920	2018	syntocinon	oxytocin	approved				OXTR	approved	repurposing	3
ftd/als	NCT03272503	2017	pimozide 2mg/day (current) or 4 mg/day (study initiation)	pimozide	approved				DRD2	approved	repurposing	3
ftd/als	NCT03272802	2017	edaravone	edaravone	approved	2017				non	post-approval	7
alzheimer	NCT03274817	2017	escitalopram pill	escitalopram	approved				SLC6A4	approved	repurposing	3
alzheimer	NCT03277573	2017	salsalate	salsalate	approved				PTGS2	approved	repurposing	3
alzheimer	NCT03282916	2018	valacyclovir	valacyclovir	approved					non	repurposing	3
alzheimer	NCT03283059	2017	octohydroaminoacridine succinate	octohydroaminoacridine	experimental				ACHE	approved	metoo	5
parkinson	NCT03288155	2017	cocoa	chocolate	supplement		45.09240246406571			non	novel, unsup	2
alzheimer	NCT03289143	2017	semorinemab	semorinemab	experimental		2153.3114305270365		MAPT	non	novel, unsup	2
parkinson	NCT03292016	2017	apl-130277	apomorphine	experimental	2004	12.265571526351813		DRD4	approved	post-approval	7
ftd/als	NCT03293069	2019	deferiprone	deferiprone	approved					non	repurposing	3
alzheimer	NCT03298672	2017	ndx-1017	carbidopa,levodopa	combination		167.68788501026694		DRD1	approved	combination	4
parkinson	NCT03301272	2018	onabotulinumtoxin a injection	botulinum toxin a	approved		22.647501711156742		SNAP25	approved	repurposing	3
parkinson	NCT03305809	2017	ly3154207	mevidalen	experimental				DRD1	approved	metoo	5
parkinson	NCT03306329	2017	dns-7801 (high dose)	dns-7801	experimental		1.4921286789869952			non	novel, unsup	2
alzheimer	NCT03307993	2017	idalopirdine	idalopirdine	experimental		1.2320328542094456		HTR6	approved	metoo	5
alzheimer	NCT03316898	2018	agn-242071	agn-242071	experimental		0			non	novel, unsup	2
parkinson	NCT03318523	2018	biib054	cinpanemab	experimental			OMIM	SNCA	non	novel, supported	1
alzheimer	NCT03319810	2018	octagam 10%	octagam 10%	experimental		2.6830937713894594			non	novel, unsup	2
ftd/als	NCT03324399	2017	probiotic	probiotic	supplement		10.335386721423683			non	novel, unsup	2
alzheimer	NCT03325556	2017	pimavanserin 20 mg	pimavanserin	approved		818.8802190280629		HTR2A	approved	repurposing	3
parkinson	NCT03329508	2018	p2b001	pramipexole,rasagiline	combination				DRD3	approved	combination	4
parkinson	NCT03331848	2018	pxt002331 - 20mg	foliglurax	experimental		0		GRM4	non	novel, unsup	2
ftd/als	NCT03334786	2018	flx-787-odt	flx-787	experimental		1.1498973305954825		TRPA1	approved	metoo	5
ftd/als	NCT03338114	2017	flx-787-odt (orally disintigrating tablet)	flx-789	experimental		0		TRPA1	approved	metoo	5
huntington	NCT03342053	2017	ro7234292 (rg6042)	rg6042	experimental		85.63997262149213	OMIM	HTT	non	novel, supported	1
alzheimer	NCT03352557	2018	biib092	gosuranemab	experimental		3856.854209445585		MAPT	non	novel, unsup	2
ftd/als	NCT03359538	2017	rapamycin	sirolimus	approved		209.39630390143736		MTOR	approved	repurposing	3
alzheimer	NCT03361410	2017	grape powder	grape	supplement					non	novel, unsup	2
alzheimer	NCT03363269	2016	id1201	melia toosendan	supplement		349.34976043805614			non	novel, unsup	2
alzheimer	NCT03367403	2017	ly3002813	donanemab	experimental			OMIM	APP	non	novel, supported	1
parkinson	NCT03368170	2018	mesdopetam (irl790)	mesdopetam	experimental		96.50924024640658		DRD3	approved	metoo	5
parkinson	NCT03374917	2018	abbv-951	abbv-951	experimental		17.522245037645447		DDC	approved	metoo	5
alzheimer	NCT03375697	2017	jnj-63733657	jnj-63733657	experimental		142.71868583162217		MAPT	non	novel, unsup	2
ftd/als	NCT03377309	2017	fycompa	perampanel	approved				GRIA1	approved	repurposing	3
parkinson	NCT03391882	2018	apl-130277	apomorphine	experimental	2004			DRD4	approved	post-approval	7
alzheimer	NCT03393520	2017	avp-786	avp-786	combination				SIGMAR1	approved	combination	4
alzheimer	NCT03402503	2018	montelukast buccal film	montelukast	approved				CYSLTR1	approved	repurposing	3
alzheimer	NCT03402659	2017	neflamapimod	neflamapimod	experimental		255.21971252566735		MAPK14	non	novel, unsup	2
parkinson	NCT03407378	2018	ipt803	ipt803	experimental		193.94934976043805			non	novel, unsup	2
parkinson	NCT03412513	2017	mirabegron	mirabegron	approved				ADRB3	approved	repurposing	3
alzheimer	NCT03413384	2019	ceftriaxone	ceftriaxone	approved					non	repurposing	3
alzheimer	NCT03417986	2017	tep	thiethylperazine	approved					non	repurposing	3
alzheimer	NCT03418688	2018	cor388	atuzaginstat	experimental		20.147843942505133			non	novel, unsup	2
parkinson	NCT03419806	2018	infudopa i.v.	carbidopa,levodopa	combination		53.045859000684466		DRD1	approved	combination	4
ftd/als	NCT03427086	2018	biotin	biotin	supplement					non	novel, unsup	2
alzheimer	NCT03435861	2018	vx-745	neflamapimod	experimental					non	novel, unsup	2
parkinson	NCT03436953	2019	cx-8998	cx-8998	experimental				CACNA1I	approved	metoo	5
parkinson	NCT03439943	2018	lixisenatide	lixisenatide	approved				GLP1R	approved	repurposing	3
parkinson	NCT03440112	2018	clarithromycin	clarithromycin	approved					non	repurposing	3
alzheimer	NCT03441516	2018	alfoatirin® tab. + aripezil® tab.	donepezil,choline alphoscerate	combination		167.19233401779604			non	combination	4
alzheimer	NCT03443973	2018	gantenerumab	gantenerumab	experimental			OMIM	APP	non	novel, supported	1
alzheimer	NCT03444870	2018	gantenerumab	gantenerumab	experimental			OMIM	APP	non	novel, supported	1
alzheimer	NCT03446001	2018	trx0237 16 mg/day	lmtm	experimental				MAPT	non	novel, unsup	2
parkinson	NCT03446807	2020	droxidopa	droxidopa	approved				ADRA1A	approved	repurposing	3
alzheimer	NCT03454646	2018	cholinesterase inhibitors (ci) (donepezil, galantamine or rivastigmine)	donepezil	approved	1996			ACHE	approved	post-approval	7
alzheimer	NCT03456349	2017	htl0018318	htl0018318	experimental		40.73921971252567		CHRM1	approved	metoo	5
parkinson	NCT03456687	2018	exenatide	exenatide	approved				GLP1R	approved	repurposing	3
ftd/als	NCT03456882	2016	rns60	rns60	experimental		643.0335386721424			non	novel, unsup	2
ftd/als	NCT03457753	2018	riluzole oral soluble film	riluzole	approved	1995	0		SCN5A	approved	post-approval	7
alzheimer	NCT03461276	2018	abvac40	abvac40	experimental			OMIM	APP	non	novel, supported	1
alzheimer	NCT03461861	2019	agb101 220 mg	levetiracetam	approved				SV2A	approved	repurposing	3
parkinson	NCT03462043	2018	cles	carbidopa,levodopa	combination		0		DRD1	approved	combination	4
alzheimer	NCT03462121	2018	rph201	rph201	experimental					non	novel, unsup	2
parkinson	NCT03462641	2018	flumazenil	flumazenil	approved				GABRA1	approved	repurposing	3
parkinson	NCT03462680	2016	niacin	niacin	supplement				HCAR3	approved	metoo	5
ftd/als	NCT03472950	2018	ranolazine 1000 mg	ranolazine	approved					non	repurposing	3
parkinson	NCT03482882	2018	pimavanserin	pimavanserin	approved		64.5968514715948		HTR2A	approved	repurposing	3
alzheimer	NCT03486938	2019	agb101 220 mg tablet	levetiracetam	approved				SV2A	approved	repurposing	3
ftd/als	NCT03487263	2017	ic14	atibuclimab	experimental		12.457221081451062			non	novel, unsup	2
ftd/als	NCT03488524	2018	amx0035	sodium phenylbutyrate,tudca	combination					non	combination	4
alzheimer	NCT03489044	2018	levetiracetam	levetiracetam	approved				SV2A	approved	repurposing	3
ftd/als	NCT03489200	2017	eh301	nicotinamide riboside,pterostilbene	supplement		13.229295003422314			non	novel, unsup	2
alzheimer	NCT03491150	2018	crenezumab (ro5490245)	crenezumab	experimental		169.29500342231347	OMIM	APP	non	novel, supported	1
ftd/als	NCT03491462	2018	arimoclomol	arimoclomol	experimental					non	novel, unsup	2
alzheimer	NCT03493282	2018	active treatment- ct1812 100 mg	ct1812	experimental		65.8672142368241		TMEM97	non	novel, unsup	2
parkinson	NCT03496870	2018	carbidopa levodopa	carbidopa,levodopa	combination		6.308008213552362		DRD1	approved	combination	4
ftd/als	NCT03505021	2018	levosimendan	levosimendan	approved				TNNC1	approved	repurposing	3
ftd/als	NCT03506425	2018	triheptanoin	triheptanoin	approved		11.498973305954825			non	repurposing	3
alzheimer	NCT03507790	2018	ct1812	elayta	experimental					non	novel, unsup	2
ftd/als	NCT03508453	2018	ic14	atibuclimab	experimental					non	novel, unsup	2
alzheimer	NCT03514875	2019	mitoq	mitoq	supplement					non	novel, unsup	2
huntington	NCT03515213	2017	fenofibrate	fenofibrate	approved				PPARA	approved	repurposing	3
alzheimer	NCT03518073	2018	ly3303560	zagotenemab	experimental				MAPT	non	novel, unsup	2
ftd/als	NCT03520517	2018	bhv-0223	riluzole	approved	1995	14.937713894592745		SCN5A	approved	post-approval	7
alzheimer	NCT03520998	2018	grf6019	grf6019	experimental		44.134154688569474			non	novel, unsup	2
parkinson	NCT03521635	2018	pramipexole ir	pramipexole	approved	1997	148.3750855578371		DRD3	approved	post-approval	7
alzheimer	NCT03522129	2018	ct1812	elayta	experimental					non	novel, unsup	2
parkinson	NCT03531060	2016	irl790	mesdopetam	experimental		6.365503080082136		DRD3	approved	metoo	5
alzheimer	NCT03531684	2018	mmfs-205-sr	l-tams	supplement					non	novel, unsup	2
alzheimer	NCT03531710	2018	ub-311	ub-311	experimental		41.609856262833674	OMIM	APP	non	novel, supported	1
alzheimer	NCT03533257	2018	amx0035	sodium phenylbutyrate,tudca	combination					non	combination	4
alzheimer	NCT03538522	2018	n-831(traneurocin) 10 mg qd	na-831	experimental					non	novel, unsup	2
parkinson	NCT03541356	2018	experimental: inp103	carbidopa,levodopa	combination		34.95687885010267		DRD1	approved	combination	4
ftd/als	NCT03548311	2017	methylcobalamin	vitamin b12	supplement					non	novel, unsup	2
alzheimer	NCT03548584	2018	brexpiprazole	brexpiprazole	approved				HTR1A	approved	repurposing	3
parkinson	NCT03552068	2019	clonidine	clonidine	approved				ADRA2A	approved	repurposing	3
alzheimer	NCT03560245	2018	bryostatin	bryostatin 1	experimental		118.27515400410678		PRKCA	approved	metoo	5
parkinson	NCT03562494	2018	vy-aadc02	vy-aadc02	experimental				DDC	approved	metoo	5
parkinson	NCT03566589	2018	lactobacillus plantarum ps128	lactobacillus	supplement		14.86652977412731			non	novel, unsup	2
parkinson	NCT03567447	2018	droxidopa	droxidopa	approved				ADRA1A	approved	repurposing	3
parkinson	NCT03568968	2020	nicotinamide riboside	nicotinamide	approved			OTG	BST1	approved	repurposing	3
parkinson	NCT03575195	2019	rifaximin	rifaximin	approved					non	repurposing	3
huntington	NCT03575676	2018	som3355 100mg bid	bevantolol	experimental		33.204654346338124		ADRB1	approved	metoo	5
parkinson	NCT03576638	2018	accordion pill carbidopa/levodopa	carbidopa,levodopa	combination				DRD1	approved	combination	4
ftd/als	NCT03580616	2018	l-serine	serine	supplement					non	novel, unsup	2
parkinson	NCT03582137	2018	cannabidiol	cannabidiol	approved				CNR1	approved	repurposing	3
alzheimer	NCT03587376	2018	atabecestat	atabecestat	experimental		2.0944558521560577		BACE1	non	novel, unsup	2
parkinson	NCT03589066	2018	ly03003	rotigotine	approved	2007	11.104722792607802		DRD3	approved	post-approval	7
alzheimer	NCT03594123	2018	brexpiprazole	brexpiprazole	approved				HTR1A	approved	repurposing	3
parkinson	NCT03594656	2018	ganoderma	ganoderma	supplement					non	novel, unsup	2
parkinson	NCT03599726	2018	donepezil	donepezil	approved				ACHE	approved	repurposing	3
alzheimer	NCT03605667	2018	troriluzole	troriluzole	experimental		836.5503080082135		SCN5A	approved	metoo	5
parkinson	NCT03608371	2018	btrx-246040	btrx-246040	experimental		15.441478439425051		OPRL1	non	novel, unsup	2
alzheimer	NCT03611439	2013	rebuilder	methyl b-12,methyl folate,selenium glycinate chelate,lithium orotate,astragalus,gastrodia elata,schisandra chinensis,vaccinium uliginosum,berberine hcl,l-theanine	supplement		111.56741957563312			non	novel, unsup	2
parkinson	NCT03611569	2018	lu af82422	lu af82422	experimental			OMIM	SNCA	non	novel, supported	1
ftd/als	NCT03613571	2018	ilb	dextran	approved		13.169062286105408			non	repurposing	3
alzheimer	NCT03613844	2018	dha	docosahexaenoic acid	approved				PPARA	approved	repurposing	3
alzheimer	NCT03620981	2018	brexpiprazole	brexpiprazole	approved				HTR1A	approved	repurposing	3
parkinson	NCT03621046	2018	zolpidem	zolpidem	approved		40.016427104722794		GABRA1	approved	repurposing	3
parkinson	NCT03624920	2018	thn102 dosage a	modafinil,flecainide	combination		110.60643394934976		SLC6A3	approved	combination	4
alzheimer	NCT03625401	2018	ad-35 60mg group	ad-35	experimental			OMIM	APP	non	novel, supported	1
