intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_comments	db_target	db_status	incl_count
qs-21	biological	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00498602","NCT00498602")					non	12
qs-21	other	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00959192","NCT00959192")					non	12
quality-of-life assessment	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01413100","NCT01413100")						0
quantitative measure of speech (core phase only)	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02447952","NCT02447952")						0
quaternary rhythm	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03235453","NCT03235453")						1
questioning	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01297140","NCT01297140")						0
questionnaire administration	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01413100","NCT01413100")						0
questionnaire qualilty of life	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02218567","NCT02218567")						0
questionnaires	other	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03342326","NCT03342326")						2
questionnary and irm	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01782248","NCT01782248")						0
quetiapine	drug	6	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00208819","NCT00208819")					non	6
quetiapine fumarate	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00621647","NCT00621647")						2
r(+) pramipexole dihydrochloride monohydrate	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00600873","NCT00600873")						2
r-atg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00065260","NCT00065260")						1
r-pramipexole	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01388478","NCT01388478")						1
raav5-mihtt	genetic	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04120493","NCT04120493")						1
rabbit anti-human t-lymphocyte globulin injectable solution [thymoglobulin]	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03828682","NCT03828682")						0
rabbit anti-thymocyte globulin	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00899847","NCT00899847")						0
rabbit anti-thymocyte globulin	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00113269","NCT00113269")						0
rabbit antithymocyte globulin	drug	6	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00471848","NCT00471848")						0
rabbit atg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02404025","NCT02404025")						0
rabbit atg, thymoglobuline (genzyme)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01530555","NCT01530555")						0
rabeprazole	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03237741","NCT03237741")					non	1
radiation therapy	radiation	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00093587","NCT00093587")						1
radiation: far infrared radiation (5μm to 20μm wavelength)	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00674960","NCT00674960")						1
radioligand (11c)azd2184	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00692705","NCT00692705")						0
radioligand (11c)azd2995	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00692705","NCT00692705")						0
radioligand 18f-av-1451	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03641768","NCT03641768")						0
radioligand [11c]azd2184	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00838877","NCT00838877")						0
radioligand [18f]azd4694	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00838877","NCT00838877")						0
radioligand [18f]mni-659	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02956148","NCT02956148")						0
radiopharmaceuticals	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03926702","NCT03926702")						0
radiosurgical thalamotomy	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02406105","NCT02406105")						1
radiotherapy	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01375023","NCT01375023")						0
raloxifene	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00065767","NCT00065767")				ESR1,ESR2	approved	2
ramelteon	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00907595","NCT00907595")				MTNR1A,MTNR1B	approved	3
ramipril	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00980785","NCT00980785")					non	1
range of motion/stretching exercise	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01954550","NCT01954550")						1
ranibizumab	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03725501","NCT03725501")				VEGFA	approved	0
ranolazine 1000 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03472950","NCT03472950")						1
ranolazine 500 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03472950","NCT03472950")						1
rapamycin	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03359538","NCT03359538")						1
rapid cadence cycling on a solo-rider spin bicycle	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03675932","NCT03675932")						1
rapid visual information processing (rvip) test	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02899403","NCT02899403")						0
rasagiline	drug	27	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03329508","NCT03329508")				MAOB,BCL2	approved	22
rasagiline 1 mg capsule	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01155479","NCT01155479")						2
rasagiline mesylate	drug	9	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00203034","NCT00203034")						9
rasagiline mesylate 1.0 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00203177","NCT00203177")						1
rasagiline mesylate plus mirapex	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00399477","NCT00399477")						1
rasagiline mesylate with levodopa	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00399477","NCT00399477")						1
rasagiline mesylate with requip	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00399477","NCT00399477")						1
rasagiline/placebo	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01497652","NCT01497652")						1
rate group	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01987557","NCT01987557")						1
ratg	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02102854","NCT02102854")						0
ravulizumab	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04248465","NCT04248465")					approved	1
razadyne er	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00369603","NCT00369603")						1
rdad	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01708304","NCT01708304")						1
rdad training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03289377","NCT03289377")						1
reach for tlc (telephone linked computer) system	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00178165","NCT00178165")						0
reach-vietnam	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03587974","NCT03587974")						0
reading a table format prescription on a touch screen	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03976505","NCT03976505")						1
reading a textual format prescription on a touch screen	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03976505","NCT03976505")						1
reading intervention	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03907748","NCT03907748")						1
real anodal tdcs ad	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03475446","NCT03475446")						1
real anodal tdcs healthy elderly	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03475446","NCT03475446")						1
real anodal tdcs mci	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03475446","NCT03475446")						1
real anodal transcranial direct current stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03351452","NCT03351452")						1
real anodal transcranial direct current stimulation (tdcs)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03227185","NCT03227185")						1
real ct	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02772185","NCT02772185")						1
real itbs	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01884493","NCT01884493")						2
real rtms	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02741765","NCT02741765")						1
real rtms of the brain	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00833820","NCT00833820")						1
real tacs ad	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03475446","NCT03475446")						1
real tacs healthy elderly	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03475446","NCT03475446")						1
real tacs mci	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03475446","NCT03475446")						1
real tdcs	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03056170","NCT03056170")						0
real tms	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02346708","NCT02346708")						1
real transcranial alternating current stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03351452","NCT03351452")						1
real-time somatosensory cue	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01772186","NCT01772186")						1
rebuilder	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03611439","NCT03611439")						1
receive tdcs+cr	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02959502","NCT02959502")						1
recombinant human acid sphingomyelinase	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01722526","NCT01722526")						0
recombinant human erythropoietin(rhepo)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03835507","NCT03835507")						1
recommendation with regard to nutrition	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02784145","NCT02784145")						1
recordings of lfp oscillations	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03496532","NCT03496532")						1
rectosigmoidoscopy with colonic biopsies	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02841605","NCT02841605")						0
reduced glutathione	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02324426","NCT02324426")						1
reduced glutathione 100mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02424708","NCT02424708")						1
reduced glutathione 200mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02424708","NCT02424708")						1
reducing disabilities in alzheimer's disease (rdad)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03550131","NCT03550131")						1
reference capsule gdc-0134	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03237741","NCT03237741")						0
regular health advice	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03249688","NCT03249688")						1
regular insulin	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00438568","NCT00438568")						1
regular novolin r	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04251585","NCT04251585")						1
regular treadmill walking	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01987557","NCT01987557")						1
regulatory t cells	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03865017","NCT03865017")						1
rehabilitation	other	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04135924","NCT04135924")						2
rehabilitation gait with dual task	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04038866","NCT04038866")						1
rehabilitation gait without dual task	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04038866","NCT04038866")						1
rehabilitation intervention	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03985631","NCT03985631")						1
rehabilitation therapy	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02205216","NCT02205216")						1
rehabilitation treatment	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02672943","NCT02672943")						1
relational care	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03352024","NCT03352024")						0
relaxation guided imagery	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01151111","NCT01151111")						2
relaxing music	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01865097","NCT01865097")						1
remap eeg based bci and sem-glove bioservo	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03900247","NCT03900247")						1
remifentanil	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00615472","NCT00615472")					non	1
reminiscence therapy	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01295957","NCT01295957")						2
reminyl retard	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00637442","NCT00637442")						1
remote activity monitoring system	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03665909","NCT03665909")						0
remote high	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04048759","NCT04048759")						1
remote low	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04048759","NCT04048759")						1
remote pulmonary function testing	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03214224","NCT03214224")						1
remsa	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02710487","NCT02710487")						1
renace psychoeducational intervention	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03129425","NCT03129425")						1
renal transplant	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02152345","NCT02152345")						0
renew ncp-5	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03721705","NCT03721705")						1
renishaw drug delivery system	device	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03295786","NCT03295786")						3
repaglinide	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01536366","NCT01536366")					non	0
repeated exposure (xp)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00714571","NCT00714571")						1
repetitive magnetic stimulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03253354","NCT03253354")						1
repetitive transcranial magnetic (rtms)	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03317509","NCT03317509")						1
repetitive transcranial magnetic coil stimulation (rtms)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00814697","NCT00814697")						1
repetitive transcranial magnetic stimulation	device	8	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03778151","NCT03778151")						18
repetitive transcranial magnetic stimulation	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02537496","NCT02537496")						18
repetitive transcranial magnetic stimulation (rtms)	device	6	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01080794","NCT01080794")						24
repetitive transcranial magnetic stimulation (rtms)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04017481","NCT04017481")						24
repetitive transcranial magnetic stimulation (rtms)	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01481961","NCT01481961")						24
repetitive transcranial magnetic stimulation - sham	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02537496","NCT02537496")						1
repetitive transcranial magnetic stimulation - six regions	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03270137","NCT03270137")						1
repetitive transcranial magnetic stimulation(rtms)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03552861","NCT03552861")						1
repetitive transcranial magnetic stimulation- idlpfc	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03270137","NCT03270137")						1
repetitive transcranial stimulation	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00625300","NCT00625300")						2
repetitive transcranial stimulation (r-tms)	device	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01367782","NCT01367782")						4
repository corticotropin injection	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01906658","NCT01906658")						1
requip	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00144300","NCT00144300")						1
requip pr	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01154166","NCT01154166")						3
resistance exercise	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01521728","NCT01521728")						1
resistance exercise program	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03201991","NCT03201991")						1
resistance exercise via negative eccentric work	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00665184","NCT00665184")						1
resistance training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02253563","NCT02253563")						6
resistance training	other	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02476266","NCT02476266")						6
resistant maltodextrin	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03667404","NCT03667404")						1
resistant starch	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02784145","NCT02784145")						1
resonator	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01195389","NCT01195389")						2
resonator device	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00863226","NCT00863226")						1
resource oriented music therapy	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03011723","NCT03011723")						1
resourcefulness training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04247347","NCT04247347")						0
respecting choices first steps	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03516994","NCT03516994")						1
respiratory muscle strength	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04228887","NCT04228887")						1
respiratory muscle strength training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00350402","NCT00350402")						1
respiratory muscle training	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04224961","NCT04224961")						1
respite only	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00558402","NCT00558402")						0
respite platform	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01639586","NCT01639586")						1
response inhibition and deep brain stimulation in parkinson's disease	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04061135","NCT04061135")						1
rest	behavioral	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03425877","NCT03425877")						3
rest to music	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01734876","NCT01734876")						1
resveratrol	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02336633","NCT02336633")					non	4
resveratrol	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01504854","NCT01504854")					non	4
resveratrol with glucose, and malate	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00678431","NCT00678431")						1
retinal imaging	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03233646","NCT03233646")						0
rey figure test	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01993628","NCT01993628")						0
rgn1016	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02820155","NCT02820155")						0
rhapsody online program and meet online sessions	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03923517","NCT03923517")						0
rhasm	drug	5	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00410566","NCT00410566")						0
rhythm workers training perceptive timing	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02855710","NCT02855710")						1
rhythm workers training sensorimotor timing	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02855710","NCT02855710")						1
rhythmic auditory stimulation	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03660605","NCT03660605")						4
rhythmic auditory stimulation	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02037451","NCT02037451")						4
rhythmic auditory stimulation (ras)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03316365","NCT03316365")						1
rhythmic balance-movement training (rbmt)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02935842","NCT02935842")						1
rifampicin	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00439166","NCT00439166")					approved	1
rifampin	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00715858","NCT00715858")						0
rifampin 300mg bid + istradefylline 40mg day 8 only	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02174250","NCT02174250")						0
rifaximin	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03575195","NCT03575195")					approved	3
rifaximin 550 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03958708","NCT03958708")						1
rifaximin 550 milligrams (mg)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03856359","NCT03856359")						1
rilapladib 25 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02130661","NCT02130661")						0
rilapladib 250 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02130661","NCT02130661")						0
riluzole	drug	13	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02588677","NCT02588677")				SCN5A,SLC7A11	approved	13
riluzole 50 mg	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02496767","NCT02496767")						2
riluzole 50 mg (part b)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01378676","NCT01378676")						1
riluzole oral soluble film	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03457753","NCT03457753")						1
riluzole oral soluble film (rosf) 50 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03679975","NCT03679975")						1
risperidone	drug	13	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00249158","NCT00249158")				HTR2A,DRD2	approved	13
ritonavir	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02437110","NCT02437110")					approved	1
rituxan	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00782821","NCT00782821")						0
rituximab	biological	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00691015","NCT00691015")				MS4A1	approved	2
rituximab	drug	6	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00482053","NCT00482053")				MS4A1	approved	2
rivastigmine	drug	12	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02063269","NCT02063269")				ACHE,BCHE	approved	12
rivastigmine 10 cm^2	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00506415","NCT00506415")						1
rivastigmine 10 cm^2 transdermal patch	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00428389","NCT00428389")						1
rivastigmine 13.3 mg/24 h (15 cm^2)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00948766","NCT00948766")						1
rivastigmine 15 cm^2	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00506415","NCT00506415")						1
rivastigmine 4.6 mg/24 h (5 cm^2)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00948766","NCT00948766")						1
rivastigmine 5 and 10 cm^2 patch	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00561392","NCT00561392")						1
rivastigmine 5 cm^2	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00506415","NCT00506415")						1
rivastigmine 5 cm^2 transdermal patch	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00428389","NCT00428389")						1
rivastigmine 9.5 mg/24 h (10 cm^2)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00948766","NCT00948766")						1
rivastigmine capsule	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00623103","NCT00623103")						1
rivastigmine capsules	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01399125","NCT01399125")						1
rivastigmine capsules (6 mg to 12 mg/day)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00549601","NCT00549601")						1
rivastigmine patch	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01399125","NCT01399125")						3
rivastigmine patch (4.6 mg/day switch to 9.5 mg/day)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00549601","NCT00549601")						1
rivastigmine patch (9.5 mg/day)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00549601","NCT00549601")						1
rivastigmine patch 9.5 cm2	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00988117","NCT00988117")						1
rivastigmine transdermal	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01047579","NCT01047579")						1
rivastigmine transdermal patch	drug	9	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00731224","NCT00731224")						9
rivastigmine transdermal patch (exelon patch), memantine	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01025466","NCT01025466")						1
rivastigmine transdermal system	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04226248","NCT04226248")						1
rivastigmine, memantine	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00234637","NCT00234637")						2
rm-131	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01955616","NCT01955616")						1
rmband higher dose	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03799614","NCT03799614")						1
rmband lower dose	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03799614","NCT03799614")						1
rns60	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03456882","NCT03456882")						3
ro4602522	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01701089","NCT01701089")						3
ro5313534	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00884507","NCT00884507")						3
ro7046015	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03100149","NCT03100149")						2
ro7105705	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02820896","NCT02820896")						1
ro7126209	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04023994","NCT04023994")						0
ro7234292	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03761849","NCT03761849")						1
ro7234292 (rg6042)	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03842969","NCT03842969")						3
robot-assisted gait training	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03490578","NCT03490578")						2
robot-assisted gait training (ragt)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01668407","NCT01668407")						1
