nct	intervention_name	intervention_type
NCT03007888	er cd-ld	drug
NCT04181918	aot	behavioral
NCT04181918	mi	behavioral
NCT01336296	mycophenolic acid	drug
NCT04121858	brain safe app	other
NCT04121858	attention control app	other
NCT01454115	bms-708163 (gamma-secretase inhibitor)	drug
NCT01454115	bms-708163 (gamma-secretase inhibitor)	drug
NCT01454115	bms-708163 (gamma-secretase inhibitor)	drug
NCT01454115	bms-708163 (gamma-secretase inhibitor)	drug
NCT01454115	bms-708163 (gamma-secretase inhibitor)	drug
NCT01454115	bms-708163 (gamma-secretase inhibitor)	drug
NCT01454115	bms-708163 (gamma-secretase inhibitor)	drug
NCT01454115	bms-708163 (gamma-secretase inhibitor)	drug
NCT01454115	bms-708163 (gamma-secretase inhibitor)	drug
NCT01454115	bms-708163 (gamma-secretase inhibitor)	drug
NCT01454115	placebo matching bms-708163	drug
NCT01454115	placebo matching bms-708163	drug
NCT02317289	detection of freezing	device
NCT03138018	diagnosis of mci versus no mci (sci or healthy patient)	diagnostic test
NCT03138018	diagnosis of mci versus no mci (sci or healthy patient)	diagnostic test
NCT02460679	epi-589	drug
NCT01780519	lorazepam	drug
NCT00601523	placebo	drug
NCT00601523	pramipexole	drug
NCT03062449	l-serine	drug
NCT03062449	placebo gummy	other
NCT00103649	xaliproden (sr57746a)	drug
NCT01061489	auditory discrimination training	other
NCT01061489	physical movement training	other
NCT02534480	ngp 555	drug
NCT00348140	rosiglitazone extended release 2mg	drug
NCT00348140	rosiglitazone extended release 8mg	drug
NCT00348140	placebo	other
NCT01628848	spm 962	drug
NCT01628848	placebo	drug
NCT02933372	varenicline	drug
NCT02933372	pet scan	radiation
NCT02933372	evaluation by investigator	other
NCT03817684	bpn14770	drug
NCT03817684	placebo	drug
NCT03978052	egcg	dietary supplement
NCT03978052	placebo egcg	dietary supplement
NCT03978052	personalized intervention	other
NCT03978052	lifestyle recommendations	other
NCT01723904	rotigotine	drug
NCT00199368	istradefylline ( kw-6002)	drug
NCT00976118	masitinib (ab1010)	drug
NCT00976118	placebo	drug
NCT01950468	nav5001	drug
NCT01950468	datscan	drug
NCT03823066	coach pepper	device
NCT03468478	sirolimus	drug
NCT03468478	everolimus	drug
NCT03468478	mycophenolic acid	drug
NCT00391833	panax ginseng	drug
NCT01123200	brain computer interface for wheelchair tilt control	device
NCT00912041	placement of the braingate2 sensor(s) into the motor-related cortex	device
NCT02731170	mirt	behavioral
NCT03311711	spirit-in person	behavioral
NCT03311711	spirit-remote	behavioral
NCT03311711	usual care	behavioral
NCT02554370	psychoeducational programme	behavioral
NCT04240561	high level of signal manipulation	device
NCT04240561	low level of signal manipulation	device
NCT03932812	options counselor health educator (oc-he) intervention	behavioral
NCT01486628	nd0612	drug
NCT01486628	placebo	drug
NCT01482351	cpap adherence intervention	behavioral
NCT01482351	attention control intervention	behavioral
NCT02004392	evp-6124	drug
NCT03752463	daoi-a group	drug
NCT03752463	daoi-b group	drug
NCT03752463	daoi-c group	drug
NCT03752463	placebo oral capsule	drug
NCT00622713	rivastigmine transdermal patch	drug
NCT03939286	clinical-neurological and neuropsychological tests	other
NCT03939286	blood sampling	diagnostic test
NCT03939286	assessment of physical activity via fitness tracker/diary	other
NCT03939286	mri-examinations	other
NCT01884493	real itbs	device
NCT01884493	sham itbs	device
NCT02731365	activa pc+s	device
NCT02414230	drug: f 18 t807	drug
NCT02317250	amyloid imaging	procedure
NCT02317250	fdg-pet	procedure
NCT00922909	simon task	behavioral
NCT01174004	pimavanserin tartrate	drug
NCT01174004	placebo	drug
NCT04090684	fixed dose combination ciprofloxacin/celecoxib	drug
NCT00562198	entacapone and carbidopa	drug
NCT00562198	sinemet 200mg/50mg	drug
NCT01154283	viasys® healthcare, pulmonetic systems, lap-top ventilator (ltv machine)	device
NCT00762411	ly450139	drug
NCT00762411	placebo	drug
NCT03835611	game based treadmill platform	other
NCT03835611	control group	other
NCT00061360	atg+rapamune+cyclosporine	drug
NCT00061360	atg+cyclosporine	drug
NCT00624026	memantine-hcl	drug
NCT02525471	rns60	drug
NCT03196375	flx-787-odt (orally disintegrating tablet)	drug
NCT03196375	placebo odt	drug
NCT02937324	cloudupdrs smartphone software assessment	device
NCT02937324	clinical assessment	other
NCT02843841	blood and fecal sample.	other
NCT00617929	anti-thymocyte globulin	biological
NCT00617929	rituximab	biological
NCT00617929	clofarabine	drug
NCT00617929	stem cell transplantation	procedure
NCT04061135	response inhibition and deep brain stimulation in parkinson's disease	procedure
NCT02929628	beijing pins programming	device
NCT02238626	placebo (for mn-166)	drug
NCT02238626	mn-166	drug
NCT02238626	riluzole	drug
NCT00357994	levodopa carbidopa intestinal gel (lcig)	drug
NCT00357994	placebo gel	drug
NCT00357994	levodopa carbidopa (lc) oral encapsulated immediate release (ir) tablets	drug
NCT00357994	placebo (pbo) oral capsules	drug
NCT00357994	cadd-legacy® 1400 ambulatory infusion pump	device
NCT00357994	peg tube	device
NCT00357994	j-tube	device
NCT00211159	epax 1050tg	drug
NCT03970798	midazolam	drug
NCT03970798	caffeine	drug
NCT03970798	rosuvastatin	drug
NCT03970798	kw-6356	drug
NCT01442610	rasagiline	drug
NCT01442610	placebo	drug
NCT03439800	mental and physical practice	other
NCT03439800	physical practice	other
NCT03748303	allopregnanolone	drug
NCT03333252	intervention condition	behavioral
NCT03333252	control condition	behavioral
NCT04019158	virtual reality headset	device
NCT00277810	lecozotan sr (sra-333)	drug
NCT01699711	epigallocatechin-3-gallate (egcg)	dietary supplement
NCT03015714	mirt	other
NCT03015714	mirt-at	other
NCT00072709	tch346	drug
NCT00743418	gps modem and rfid	device
NCT01245530	aricept	drug
NCT01245530	inm-176	drug
NCT03441516	alfoatirin® tab. + aripezil® tab.	drug
NCT03441516	aripezil® tab.	drug
NCT01348737	azd3839	drug
NCT01348737	azd3839 placebo	drug
NCT00880347	blood sampling	device
NCT00594737	memantine hydrochloride	drug
NCT01684475	cjh1 (clr4001)	drug
NCT02464852	head movements	behavioral
NCT02464852	activities of daily living (drinking, washing hand and eating)	behavioral
NCT02464852	sheffield support snood	device
NCT02464852	semg	device
NCT03100110	neurocognitive communicator	device
NCT03981380	11c-pib	drug
NCT01520987	bia 9-1067	drug
NCT01520987	placebo	drug
NCT04159727	stool and blood analysis	other
NCT03034538	zonegran	drug
NCT03034538	zonegran	drug
NCT02256319	dexmedetomidine	drug
NCT02256319	propofol	drug
NCT04223193	tavapadon	drug
NCT04223193	placebo	drug
NCT02319681	simple reminiscence (sr)	behavioral
NCT02319681	attention control (ac)	behavioral
NCT00679627	galantamine	drug
NCT00679627	placebo	drug
NCT00063193	minocycline	drug
NCT00063193	creatine	drug
NCT02554734	levodopa, carbidopa, odm-104	drug
NCT02554734	levodopa, carbidopa, entacapone	drug
NCT00847847	anconeus muscle biopsy	procedure
NCT03560089	serious game	device
NCT03560089	placebo serious game	device
NCT01628926	spm 962	drug
NCT01628926	ropinirole	drug
NCT01628926	placebo	drug
NCT00329082	ly2062430	drug
NCT00329082	placebo	drug
NCT00305331	domperidone (drug)	drug
NCT02323334	ly3202626	drug
NCT02323334	placebo (part a, b, c)	drug
NCT02323334	itraconazole	drug
NCT02208934	pbf-999	drug
NCT02208934	placebo	drug
NCT03307161	osteopathic manual therapy	other
NCT01595646	saline	drug
NCT01595646	insulin detemir	drug
NCT01595646	insulin	drug
NCT02401308	deep brain stimulation surgery	procedure
NCT02703844	caloric vestibular stimulation	device
NCT02703844	sham caloric vestibular stimulation	device
NCT00251121	mini-invasive electrophysiological study	other
NCT00251121	atrial pacing	other
NCT00134251	slv308	drug
NCT03867877	periodized training with motor practice	other
NCT03867877	simple periodized training	other
NCT02688465	apomorphine	drug
NCT01946243	florbetapir f18	drug
NCT04249544	pramipexole	drug
NCT04249544	placebo	drug
NCT03506425	triheptanoin	drug
NCT00795418	placebo	biological
NCT00795418	cad106	biological
NCT04012346	transcranial magnetic stimulation	device
NCT04149860	lu af87908	drug
NCT04149860	placebo	drug
NCT03272503	pimozide 2mg/day (current) or 4 mg/day (study initiation)	drug
NCT03272503	placebo oral tablet	drug
NCT02557464	an eye tracking experiment	behavioral
NCT02557464	a neuropsychological evaluation	behavioral
NCT03272230	ecocapture	behavioral
NCT03272230	cognitive and behavioral experimental tasks	behavioral
NCT03272230	neuropsychological assessment	diagnostic test
NCT03272230	icm_apathy_tasks	behavioral
NCT03272230	mri	other
NCT03272230	neurohormonal mechanisms	biological
NCT03272230	supplementary neuropsychological assessment - parkinson's disease	diagnostic test
NCT02551809	ub-311	biological
NCT02551809	placebo	drug
NCT01165762	immune tolerance	drug
NCT01640275	propofol	drug
NCT01640275	isoflurane	drug
NCT00575055	bapineuzumab 0.5 mg/kg	drug
NCT00575055	placebo control	drug
NCT00575055	bapineuzumab 1.0 m/kg	drug
NCT04004702	levetiracetam	drug
NCT03079310	spinal cord stimulation	device
NCT00117403	vitamin e, vitamin c, and alpha-lipoic acid	drug
NCT00117403	coenzyme q	drug
NCT00117403	placebo capsules	drug
NCT00117403	placebo wafers	drug
NCT03712787	abbv-8e12	drug
NCT03411863	ces at rest	device
NCT03411863	ces plus active hand or wrist movements	device
NCT03317509	repetitive transcranial magnetic (rtms)	procedure
NCT04335110	stella (support via technology: living and learning with advancing alzheimer's disease and related dementias)	behavioral
NCT00982709	aerobic vs. agility training	behavioral
NCT02446132	avp-786	drug
NCT04070495	kw-6356	drug
NCT04070495	clarithromycin	drug
NCT04070495	rifampicin	drug
NCT00745576	sam-531	drug
NCT00571064	donepezil hcl	drug
NCT02006654	placebo	drug
NCT02006654	idalopirdine	drug
NCT00542412	riluzole	drug
NCT03969732	1. amyloid pet；2. t807 pet	drug
NCT01771640	intrathecal injection	biological
NCT00169364	positron emission tomography	device
NCT02826785	cognitive strategy training	behavioral
NCT04266782	exercise program followed by long walk in group	other
NCT04266782	exercise program followed by long walk in group (controls)	other
NCT02389413	pq912 oral	drug
NCT02389413	placebo	other
NCT03732898	new programming paradigm	device
NCT03797976	mip and mep	device
NCT02502253	grape seed polyphenolic extract, resveratrol	drug
NCT03448133	magstim rtms	device
NCT01716897	e2609	drug
NCT01766258	odm-101 65mg carbidopa	drug
NCT01766258	odm-101 105mg carbidopa	drug
NCT01766258	stalevo	drug
NCT00703430	memantine	drug
NCT00980694	ubiquinol	dietary supplement
NCT03698695	thn 201	drug
NCT03698695	donepezil	drug
NCT03698695	placebo	drug
NCT00013624	iv levodopa	drug
NCT02008357	placebo	drug
NCT02008357	solanezumab	drug
NCT00366483	lecozotan sr	drug
NCT03715855	olfactory measuring device	device
NCT00455000	pf-04360365	biological
NCT00455000	placebo	drug
NCT00597376	cerefolin nac (a medical food)	other
NCT00597376	cerefolin nac placebo	other
NCT01257945	aerobic exercise	behavioral
NCT01257945	flexibility and function exercise program	behavioral
NCT01257945	home exercise program	behavioral
NCT00436761	anti-thymocyte globulin	biological
NCT00436761	graft-versus-tumor induction therapy	biological
NCT00436761	sargramostim	biological
NCT00436761	busulfan	drug
NCT00436761	cyclosporine	drug
NCT00436761	melphalan	drug
NCT00436761	methylprednisolone	drug
NCT00436761	flow cytometry	other
NCT00436761	immunologic technique	other
NCT00436761	laboratory biomarker analysis	other
NCT00436761	allogeneic hematopoietic stem cell transplantation	procedure
NCT00436761	umbilical cord blood transplantation	procedure
NCT02149017	snubh-nm-333(18f)	radiation
NCT02855710	rhythm workers training perceptive timing	other
NCT02855710	rhythm workers training sensorimotor timing	other
NCT02855710	no rhythm workers training	other
NCT01550549	florbetapir f 18	drug
NCT01990313	activa pc+s	device
NCT02091739	incobotulinumtoxina (100 units)	drug
NCT02091739	incobotulinumtoxina (75 units)	drug
NCT02091739	placebo	drug
NCT00519532	rotigotine	drug
NCT03501004	sterile acupuncture needles for single use	device
NCT03907007	percutaneous electrical nerve stimulation	device
NCT03907007	percutaneous electrical nerve stimulation	device
NCT02130661	rilapladib 25 mg	drug
NCT02130661	rilapladib 250 mg	drug
NCT02130661	itraconazole	drug
NCT03260920	syntocinon	drug
NCT02369003	autologous peripheral nerve graft	procedure
NCT02745171	physical therapy	other
NCT01605448	mindfulness based stress reduction (mbsr)	behavioral
NCT01000870	mni-513-01	drug
NCT00211588	galantamine	drug
NCT01825330	tms and cognitive stimulation	device
NCT01825330	sham	device
NCT00255866	skills training for the care of dementia patients	behavioral
NCT03968133	probiotic	dietary supplement
NCT03968133	placebo	dietary supplement
NCT00795730	nsa-789	drug
NCT00795730	placebo	other
NCT00038831	mylotarg	drug
NCT00038831	fludarabine	drug
NCT00038831	melphalan	drug
NCT00038831	anti-thymocyte globulin	drug
NCT00038831	stem cell transplant	procedure
NCT03244917	train-ad	behavioral
NCT03049046	cc100	drug
NCT03049046	placebos	drug
NCT00792662	methylphenidate	drug
NCT00792662	placebo	drug
NCT02361242	pxt00864	drug
NCT00427674	[123i] mzint injection and serial dynamic spect imaging	drug
NCT00326625	40 mg glatiramer acetate	drug
NCT00326625	placebo	drug
NCT02006121	apomorphine hydrochloride	drug
NCT02006121	placebo	drug
NCT04007718	interpretation bias training	behavioral
NCT01780467	role of dopamine	behavioral
NCT00550238	pimavanserin tartrate (acp-103)	drug
NCT03655236	k0706	drug
NCT03655236	k0706	drug
NCT03655236	placebo	other
NCT03422250	transcranial direct current stimulation (tdcs)	device
NCT03422250	transcranial direct current stimulation (tdcs)	device
NCT02562768	ly3154207	drug
NCT02562768	placebo	drug
NCT00160004	intensive controlled exercise	behavioral
NCT00914134	levodopa infusion	drug
NCT04265027	50 mg bia 9 1067	drug
NCT04265027	25 mg bia9 1067	drug
NCT04265027	50 mg ongentys	drug
NCT04265027	25 mg ongentys	drug
NCT00378768	anti-thymocyte globulin	biological
NCT02309723	beta amyloid imaging	device
NCT04208152	anle138b	drug
NCT04208152	placebo	drug
NCT00501111	azd3480	drug
NCT00501111	donepezil	drug
NCT01093664	affitope ad02	biological
NCT02304848	dbs (deep brain stimulation)	other
NCT03531710	ub-311	biological
NCT03531710	placebo	drug
NCT01965756	metformin	drug
NCT01965756	placebos	drug
NCT00947037	ap-cd/ld	drug
NCT03753503	exercise	behavioral
NCT03753503	conventional physical therapy	behavioral
NCT00087542	acp-103	drug
NCT02872142	albutein 5%	biological
NCT03724136	intravenous bone marrow stem cell (bmsc) fraction	procedure
NCT03724136	intranasal topical bone marrow stem cell (bmsc) fraction	procedure
NCT03724136	near infrared light	procedure
NCT03333096	ocusweep test battery	device
NCT03333096	neuropsychological test battery	diagnostic test
NCT02522091	functional brain mri	device
NCT02522091	neuropsychology tests	other
NCT04146519	autologous mesenchymal stem cells	biological
NCT01249196	sk-pc-b70m	drug
NCT03890861	physical activity	behavioral
NCT03890861	successful aging	behavioral
NCT02362880	florbetaben	radiation
NCT03775096	carvedilol	drug
NCT02052947	spect-datscan	radiation
NCT00912808	donepezil	drug
NCT00912808	sugar pill (placebo)	drug
NCT00518791	multidisciplinary care	other
NCT00518791	usual care	other
NCT02013518	cognitive behavioural therapy	behavioral
NCT02359448	melatonin	drug
NCT03329833	motivational interviewing	behavioral
NCT03329833	web-based application	behavioral
NCT00556764	[123i] ibvm and spect imaging	drug
NCT00556764	subjects will undergo the 123-i ibvm imaging visit	drug
NCT01564706	florbetapir f 18	drug
NCT03305809	ly3154207	drug
NCT03305809	placebo	drug
NCT04032262	gastrointestinal and parkinson's disease	diagnostic test
NCT00592995	creatine monohydrate	drug
NCT00592995	placebo	drug
NCT00375557	divalproex er	drug
NCT00375557	quetiapine	drug
NCT02809391	orthotics alone	device
NCT02809391	orthotics+textured top cover	device
NCT00547560	gsi-953	drug
NCT04071639	haloperidol	drug
NCT04071639	risperidone	drug
NCT04071639	zoloft	drug
NCT04071639	coenzyme q10	drug
NCT00906828	levodopa/carbidopa	drug
NCT00906828	entacapone	drug
NCT00906828	tolcapone	drug
NCT02907294	pbf-999 / 160 mg	drug
NCT02907294	pbf-999 / 320 mg	drug
NCT02907294	placebo	drug
NCT03269149	adapted tango dance	other
NCT03269149	educational lectures	behavioral
NCT02906020	gz/sar402671	drug
NCT02906020	placebo	drug
NCT01399905	carbidopa	drug
NCT01018264	solifenacin succinate (vesicare)	drug
NCT01018264	placebo	drug
NCT03104725	n-acetylcysteine	drug
NCT03104725	lumbar puncture	procedure
NCT03104725	fluoroscopy	radiation
NCT02970019	k0706	drug
NCT02970019	placebo	drug
NCT02116634	mesenchymal stem cell	biological
NCT02772185	active tdcs	device
NCT02772185	sham tdcs	device
NCT02772185	real ct	behavioral
NCT02772185	placebo ct	behavioral
NCT03136809	cu(ii)atsm	drug
NCT04248270	18f-pm-pbb3	drug
NCT01532128	rasagiline	drug
NCT01532128	bia 9-1067	drug
NCT01013610	lnk-754	drug
NCT01013610	placebo	drug
NCT03484143	active neuro rx gamma device	device
NCT03484143	sham neuro rx gamma device	device
NCT00190372	controlled diet	behavioral
NCT00190372	self-hypnotic relaxation	behavioral
NCT02004691	placebo (saline)	drug
NCT02004691	gz402665	drug
NCT02356055	stomp (skill-building through task-oriented motor practice)	behavioral
NCT00733733	atg fresenius	drug
NCT03710642	prazosin	drug
NCT03710642	placebo oral capsule	drug
NCT03069911	onabotulinumtoxina	biological
NCT03069911	control	biological
NCT01887899	transcranial direct current stimulation	device
NCT01887899	sham stimulation	device
NCT02744911	speechvive device	device
NCT02744911	telemedicine interaction	behavioral
NCT02744911	in person interaction	behavioral
NCT04302805	privigen	drug
NCT04302805	thymoglobulin	drug
NCT04302805	plasma exchange	other
NCT01536366	bia 9-1067	drug
NCT01536366	repaglinide	drug
NCT02221622	allopregnanolone injection (intravenous solution)	drug
NCT02221622	placebo injection (intravenous solution)	drug
NCT02984540	low-carbohydrate diet	other
NCT02984540	low-fat diet	other
NCT03318159	posaconazole	drug
NCT02987413	autologous mesenchymal stem cells (mscs)	biological
NCT02874274	standard of care	behavioral
NCT02874274	home visit program (hvp)	behavioral
NCT03874611	electrophysiological data from dbs	other
NCT00448318	music therapy	procedure
NCT00117819	[123i]ß cit and spect imaging	drug
NCT03288155	cocoa	dietary supplement
NCT00736775	anti-abeta	drug
NCT00736775	placebo	drug
NCT04312399	blood take	procedure
NCT01521832	sen0014196	drug
NCT01521832	sen0014196	drug
NCT01521832	sen0014196	drug
NCT01521832	sen0014196	drug
NCT01521832	sen0014196	drug
NCT01521832	sen0014196	drug
NCT01521832	sen0014196	drug
NCT01521832	sen0014196	drug
NCT01521832	sen0014196	drug
NCT01521832	sen0014196	drug
NCT01521832	sen0014196	drug
NCT00216593	galantamine hydrobromide	drug
NCT00441987	gsi-953	drug
NCT01835652	active exercise	other
NCT01835652	passive exercise	other
NCT03038282	chromium chloride	dietary supplement
NCT03038282	individual exercise	other
NCT03568968	nicotinamide riboside	dietary supplement
NCT03568968	placebo	drug
NCT00645190	galantamine hbr	drug
NCT01739348	verubecestat (part i and part ii)	drug
NCT01739348	verubecestat (part i and part ii)	drug
NCT01739348	verubecestat (part i and part ii)	drug
NCT01739348	placebo (part i)	drug
NCT01739348	verubecestat (part ii)	drug
NCT02249351	talsaclidine	drug
NCT02249351	placebo	drug
NCT00099710	curcumin c3 complex	dietary supplement
NCT01851850	opicapone	drug
NCT03458169	therapist leap session feedback	device
NCT03458169	participant leap session feedback	device
NCT03458169	leap risk control validation	device
NCT01385735	rasagiline	drug
NCT01385735	placebo	drug
NCT02268617	treadmill walking	other
NCT04162275	finamine tablets	drug
NCT04162275	placebo tablets	drug
NCT03323502	acp specialist program	behavioral
NCT00427336	fludarabine	drug
NCT00427336	cyclophosphamide	drug
NCT00427336	antithymocyte globulin	drug
NCT02157714	prx002	drug
NCT02157714	placebo	other
NCT00123084	voice/respiration treatment	behavioral
NCT00123084	speech/articulation treatment	behavioral
NCT01647698	adaptive working memory training task	behavioral
NCT01647698	non-adaptive working memory training task (i.e. an active control task)	behavioral
NCT01647698	no training	behavioral
NCT03751371	training with hwa device	device
NCT03751371	usual care	other
NCT02265900	exercise	other
NCT02265900	exercise	other
NCT03093519	khk6640	drug
NCT03093519	placebo	drug
NCT03636204	al001	biological
NCT03636204	placebo	other
NCT02437110	darunavir	drug
NCT02437110	ritonavir	drug
NCT02437110	dolutegravir	drug
NCT02437110	tenofovir alafenamide (taf)	drug
NCT00096473	donepezil hydrochloride	drug
NCT01002300	intranasal oxytocin	drug
NCT04076761	trifluridine/tipiracil	drug
NCT02230267	high intensity exercise and balance training	other
NCT02230267	usual care arm exercise	other
NCT03019419	perampanel	drug
NCT03019419	placebo	drug
NCT01566071	assessment of drive abilities	other
NCT00010803	ginkgo biloba	drug
NCT00010803	placebo	drug
NCT04202835	cyclophosphamide	drug
NCT04202835	anti-thymocyte globulin (rabbit)	drug
NCT03034317	neurx dps	device
NCT03723707	equiped-adrd intervention	behavioral
NCT03723707	control (con)	behavioral
NCT00145171	apomorphine hcl injection	drug
NCT03892863	active repetitive transcranial magnetic stimulation	device
NCT03892863	sham repetitive transcranial magnetic stimulation	device
NCT00809510	abt-089	drug
NCT01971528	electronic muscle stimulator	device
NCT01971528	muscle strength training	other
NCT02365012	midodrine	drug
NCT00163085	nr2b nmda antagonist cp-101,606 (traxoprodil)	drug
NCT03848312	cognitive training	behavioral
NCT03848312	computerized cognitive stimulation	behavioral
NCT00713765	azd3480	drug
NCT00713765	donepezil	drug
NCT04012411	brain mri	procedure
NCT04012411	lumbar punction	procedure
NCT04012411	blood sample	genetic
NCT04012411	cognitive evaluation	other
NCT00574132	bapineuzumab 0.5 mg/kg	drug
NCT00574132	placebo control	drug
NCT00574132	bapineuzumab 1.0 m/kg	drug
NCT03910621	miglustat	drug
NCT03061474	nicotinamide	drug
NCT03061474	placebo comparator	drug
NCT02168842	isradipine	drug
NCT02168842	placebo (for isradipine)	drug
NCT00649220	memantine	drug
NCT00462007	stalevo	drug
NCT02236897	pet scanning	other
NCT02386306	gc021109	drug
NCT02386306	placebo	other
NCT03074812	transcranial direct current stimulation	device
NCT02583529	back tibial nerve electrostimulation	device
NCT02583529	placebo electrostimulation	device
NCT03905811	terazosin 5 mg	drug
NCT03905811	placebo oral capsule	drug
NCT03943264	xpro1595	drug
NCT04154072	nly01	drug
NCT04154072	vehicle	drug
NCT00427011	e2007	drug
NCT03983785	pilates	other
NCT03983785	elastic taping	other
NCT02481674	vx15/2503	drug
NCT02481674	placebo	drug
NCT00243971	spm 962	drug
NCT01972204	intensive adherence instruction	behavioral
NCT01972204	control	behavioral
NCT02702076	apomorphine	drug
NCT02702076	placebo	drug
NCT03879655	vts-270	drug
NCT00959803	pf-04447943	drug
NCT00959803	pf-04447943	drug
NCT00959803	pf-04447943	drug
NCT00959803	placebo	drug
NCT00959803	pf-04447943	drug
NCT00959803	placebo	drug
NCT02225314	brain fitness	behavioral
NCT02225314	insight	behavioral
NCT02225314	active control	behavioral
NCT02530255	cycloastragenol	dietary supplement
NCT02530255	placebo (for cycloastragenol)	dietary supplement
NCT03212014	lsvt-big	other
NCT03212014	power	other
NCT03212014	traditional rehabilitation	other
NCT00261573	galantamine hydrobromide	drug
NCT00177489	multicomponent psychosocial intervention	behavioral
NCT00177489	control arm	other
NCT03705390	ilb	drug
NCT00420420	mk0249	drug
NCT00420420	comparator: placebo (unspecified)	drug
NCT03815071	ips-nsc cells	drug
NCT02233023	pramipexole	drug
NCT02233023	bromocriptine and other dopamine agonists	drug
NCT01265537	tacrolimus	drug
NCT01265537	tacrolimus	drug
NCT02342548	20 mg bid of pf-02545920	drug
NCT02909192	light therapy device	device
NCT02064920	placebo	drug
NCT02064920	donepezil	drug
NCT02064920	donepezil	drug
NCT03753945	mri of the spine	diagnostic test
NCT00488007	hearing aids used : phonak savia and valeo	device
NCT00548145	pitavastatin	drug
NCT00548145	cholesterol-lowering medicine other than statin(e.g.,ezetimibe,colestimide)	drug
NCT03618966	neuromuscular magnetic stimulation (nmms)	device
NCT02197884	jnj-54861911, 25 mg	drug
NCT02197884	itraconazole 200 mg	drug
NCT02197884	clarithromycin 500 mg	drug
NCT03004573	neuropsychological detailed tests with focus on social cognition	other
NCT01227252	ly2886721	drug
NCT01227252	placebo	drug
NCT01701128	walking on treadmill	other
NCT01701128	walking on treadmill	other
NCT01701128	control group	other
NCT00719394	gsi 136	drug
NCT00719394	placebo	drug
NCT01548053	pc-data tool	other
NCT02365870	rotigotine transdermal patch	drug
NCT02365870	placebo	drug
NCT01385592	afq056	drug
NCT01385592	placebo	drug
NCT00456794	istradefylline (kw-6002)	drug
NCT02336633	resveratrol	dietary supplement
NCT02336633	placebo	other
NCT00411580	cad106	biological
NCT00411580	placebo	drug
NCT03971994	facial expression recognition task	behavioral
NCT01825577	transdermal methylphenidate	drug
NCT03727295	idebenone/placebo	drug
NCT01795339	azd3293	drug
NCT01795339	placebo	drug
NCT03020797	perampanel	drug
NCT03020797	placebo oral tablet	drug
NCT00074529	mk0677	drug
NCT03189563	da-9805 45mg	drug
NCT03189563	da-9805 90mg	drug
NCT03189563	placebo	other
NCT01897896	sd-809	drug
NCT02726906	moderate-aerobic walking	behavioral
NCT02726906	positron emission tomography (pet) scan	radiation
NCT02726906	healthy living education	behavioral
NCT02726906	physical activity monitor	device
NCT01388556	tango dancing	behavioral
NCT01277315	anakinra	drug
NCT00442780	biib014	drug
NCT00442780	placebo	drug
NCT03022968	[18f]t807 pet	drug
NCT00876863	cere-110: adeno-associated virus delivery of ngf	drug
NCT00876863	placebo surgery	procedure
NCT01416012	physical therapy (standard)	behavioral
NCT01416012	balance and gait training in individualized sessions	behavioral
NCT01416012	kinect	behavioral
NCT01416012	group xbox kinect	behavioral
NCT02541617	programming by community neurologist	procedure
NCT02541617	standard of care	procedure
NCT03085706	pbmc autotransplantation	biological
NCT01409694	memantine	drug
NCT01409694	vitamin d	drug
NCT01409694	vitamin d placebo	drug
NCT01145976	cy-atg	drug
NCT01145976	flu-atg	drug
NCT04101214	dry needling	other
NCT04101214	sham dry needling	other
NCT00397891	bapineuzumab	drug
NCT00397891	bapineuzumab	drug
NCT00397891	bapineuzumab	drug
NCT03643003	music therapy	behavioral
NCT03643003	non-music verbal interaction (placebo)	behavioral
NCT04254913	mt-1186	drug
NCT00566501	23 mg sr in study 326	drug
NCT00566501	10 mg ir in study 326	drug
NCT02015806	rxtimercap	behavioral
NCT02015806	take-n-slide	behavioral
NCT02015806	pillbox	behavioral
NCT02059759	placebo	drug
NCT02059759	1.0 miu il-2 per day	drug
NCT02059759	2.0 miu il-2 per day	drug
NCT01193608	aab-003 (pf-05236812)	drug
NCT01193608	aab-003 (pf-05236812)	drug
NCT01193608	aab-003 (pf-05236812)	drug
NCT01193608	aab-003 (pf-05236812)	drug
NCT01193608	aab-003 (pf-05236812)	drug
NCT01193608	placebo	other
NCT02447146	resistance training	other
NCT02447146	lectures on the disease	other
NCT02113189	walking program with ankle brace	other
NCT02113189	individualized walking program	other
NCT02113189	walking program with custom braces.	other
NCT03282877	icst web-application	behavioral
NCT01267409	stn stimulation	other
NCT02912793	hydroxypropyl-beta-cyclodextrin	drug
NCT04314934	anavex2-73	drug
NCT01058291	kw-6500	drug
NCT01058291	kw-6500 placebo	drug
NCT03549078	intervention	behavioral
NCT03243214	tms	device
NCT03243214	sham-tms	device
NCT03814382	acupuncture needle	device
NCT03393520	placebo	drug
NCT03393520	avp-786	drug
NCT03551392	medx console system	device
NCT03551392	sham medx console system	device
NCT03551392	vielight 810 intranasal stand alone unit	device
NCT03551392	sham vielight 810 intranasal stand alone unit	device
NCT01504178	duloxetine	drug
NCT01504178	placebo of duloxetine	drug
NCT01504178	injection of apomorphine	drug
NCT01504178	injection of placebo of apomorphine	drug
NCT01504178	l-dopa	drug
NCT01504178	injection of placebo of l-dopa	drug
NCT01434667	apoe genotype and alzheimer's disease risk disclosure	behavioral
NCT01434667	alzheimer's disease risk disclosure	behavioral
NCT02978729	two-way videoconference remote genetic counseling	other
