intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_comments
placebo memantine	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00866060","NCT00866060")			
placebo monotherapy	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01485172","NCT01485172")			
placebo multiple ascending dose	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02793232","NCT02793232")			
placebo multiple dose	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02509117","NCT02509117")			
placebo multiple elderly dose	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02793232","NCT02793232")			
placebo nasal spray	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01056965","NCT01056965")			
placebo odt	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03196375","NCT03196375")			
placebo of acetyl-l-carnitine	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02955706","NCT02955706")			
placebo of ad-35 60mg /ad-35 30mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03790982","NCT03790982")			
placebo of ad-35 60mg /ad-35 60mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03790982","NCT03790982")			
placebo of duloxetine	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01504178","NCT01504178")			
placebo of mci-186	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00415519","NCT00415519")			
placebo oral capsule	drug	18	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03491462","NCT03491462")			
placebo oral capsule qd	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03538522","NCT03538522")			
placebo oral solution	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04302870","NCT04302870")			
placebo oral tablet	drug	23	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03991988","NCT03991988")			
placebo patch	drug	5	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00916383","NCT00916383")			
placebo patches	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01519271","NCT01519271")			
placebo photobiomodulation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04028817","NCT04028817")			
placebo pill	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00545974","NCT00545974")			
placebo po tid	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00912288","NCT00912288")			
placebo powder	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03361410","NCT03361410")			
placebo pramipexole	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02172573","NCT02172573")			
placebo sc	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02614131","NCT02614131")			
placebo serious game	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03560089","NCT03560089")			
placebo single dose	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02509117","NCT02509117")			
placebo solution: human albumin 0.25% - 2 ml/kg	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00818662","NCT00818662")			
placebo solution: human albumin 0.25% - 4 ml/kg	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00818662","NCT00818662")			
placebo stimulation	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01544738","NCT01544738")			
placebo surgery	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00876863","NCT00876863")			
placebo tablet to match preladenant	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01294800","NCT01294800")			
placebo tablets	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02496767","NCT02496767")			
placebo tablets	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01709149","NCT01709149")			
placebo tdcs	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04187391","NCT04187391")			
placebo tdcs	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02518412","NCT02518412")			
placebo to 10 cm^2 patch	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00506415","NCT00506415")			
placebo to 15 cm^2 patch	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00506415","NCT00506415")			
placebo to cad106	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02565511","NCT02565511")			
placebo to cnp520	other	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02565511","NCT02565511")			
placebo to donepezil	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00874939","NCT00874939")			
placebo to match aricept	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01024660","NCT01024660")			
placebo to match gsk933776	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00459550","NCT00459550")			
placebo to mk-0249	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00874939","NCT00874939")			
placebo to mk-4334	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03740178","NCT03740178")			
placebo to preladenant	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01215227","NCT01215227")			
placebo to preladenant tablet	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01155466","NCT01155466")			
placebo to rasagiline	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01215227","NCT01215227")			
placebo to rasagiline capsule	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01155466","NCT01155466")			
placebo to rivastigmine capsules	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01399125","NCT01399125")			
placebo to rivastigmine patch	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01399125","NCT01399125")			
placebo to v950	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00464334","NCT00464334")			
placebo training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03680170","NCT03680170")			
placebo transcranial low voltage electromagnetic fields	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02125032","NCT02125032")			
placebo transdermal system	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04226248","NCT04226248")			
placebo treatment	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03781791","NCT03781791")			
placebo wafers	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00117403","NCT00117403")			
placebo white, oblong, scored tablet	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03899324","NCT03899324")			
placebo with hydrocodone/apap prn	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00385684","NCT00385684")			
placebo with vitamin e	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00740714","NCT00740714")			
placebo, extended-release microspheres	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04044547","NCT04044547")			
placebo- phosphate buffered saline (pbs)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01227564","NCT01227564")			
placebo- sinemet	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02605434","NCT02605434")			
placebo-control	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03117738","NCT03117738")			
placebo-iv	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01837641","NCT01837641")			
placebo/galantamine (reminyl®)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00523666","NCT00523666")			
placebo/l-dopa	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01494532","NCT01494532")			
placebo: phosphate buffered saline	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00479557","NCT00479557")			
placebos	drug	12	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03594656","NCT03594656")			
placebos (125 mg)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03954600","NCT03954600")			
placement of the braingate2 sensor(s) into the motor-related cortex	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00912041","NCT00912041")			
plan your lifespan website	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02256072","NCT02256072")			
planar scintigraphy imaging	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01490723","NCT01490723")			
planning for the future	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03987464","NCT03987464")			
plantago ovata husk	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00507715","NCT00507715")			
planyourlifespan.org	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03960476","NCT03960476")			
plasma	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02256306","NCT02256306")			
plasma exchange	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04302805","NCT04302805")			
play intervention for dementia	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02846415","NCT02846415")			
playing a computer game simulating a car race	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02494908","NCT02494908")			
pleasant events program (pep)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01802554","NCT01802554")			
pleiotropic info, in-person disclosure	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00462917","NCT00462917")			
pleiotropic info, phone disclosure	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00462917","NCT00462917")			
plerixafor	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00822770","NCT00822770")			
plié (preventing loss of independence through exercise)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01371214","NCT01371214")			
pm012	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01715350","NCT01715350")			
pmpbb3	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04309253","NCT04309253")			
pmt/blackrock combination device	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03698149","NCT03698149")			
pmz-1620 (sovateltide) along with standard treatment	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04052737","NCT04052737")			
pnf	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02600052","NCT02600052")			
poisson distribution	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03496532","NCT03496532")			
polyamine	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03094546","NCT03094546")			
polyclonal antibody	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01810926","NCT01810926")			
polymerase chain reaction	genetic	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00611351","NCT00611351")			
polymorphism analysis	genetic	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00611351","NCT00611351")			
porchlight project	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03667924","NCT03667924")			
posaconazole	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03318159","NCT03318159")			
posiphen	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02925650","NCT02925650")			
posiphen® tartrate capsules	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01072812","NCT01072812")			
positive affect	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01825681","NCT01825681")			
positron emission tomography	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00205621","NCT00205621")			
positron emission tomography	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01815112","NCT01815112")			
positron emission tomography	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04080544","NCT04080544")			
positron emission tomography	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02928211","NCT02928211")			
positron emission tomography (pet)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03699644","NCT03699644")			
positron emission tomography (pet)	other	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02860065","NCT02860065")			
positron emission tomography (pet) scan	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02726906","NCT02726906")			
positron emission tomography using [11 carbon]-3-amino-4-(2-dimethylaminomethylphenylsulfanyl)-benzonitrile ([11c]-dasb) and [18 fluorine]-altanserin ([18f]-altanserin)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03970239","NCT03970239")			
positron emission tomography using [18 fluorine]-altanserin ([18f]-altanserin)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03970239","NCT03970239")			
positron-emission tomography (tep) /(fdg)	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02843906","NCT02843906")			
post-intervention focus group	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03555695","NCT03555695")			
post-treatment control	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03193489","NCT03193489")			
power	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03212014","NCT03212014")			
power training	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03434327","NCT03434327")			
powerful tools for caregivers	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02697721","NCT02697721")			
powerlung trainer	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02710110","NCT02710110")			
ppi-1019 (apan)	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00100282","NCT00100282")			
pq912 oral	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02389413","NCT02389413")			
pr oxycodone	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02601586","NCT02601586")			
pr001a	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04127578","NCT04127578")			
pramipexol extended release	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00466167","NCT00466167")			
pramipexol immediate release	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00466167","NCT00466167")			
pramipexole	drug	18	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03329508","NCT03329508")			
pramipexole 0.125 mg tablets	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00274131","NCT00274131")			
pramipexole 0.5 mg tablets	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00274131","NCT00274131")			
pramipexole er	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03329508","NCT03329508")			
pramipexole extended release	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00560508","NCT00560508")			
pramipexole extended release tablet	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01191944","NCT01191944")			
pramipexole immediate release	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00560508","NCT00560508")			
pramipexole immediate release tablet	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01191944","NCT01191944")			
pramipexole ir	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03521635","NCT03521635")			
pramipexole or ropinirole	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01007864","NCT01007864")			
pramipexole sr	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03521635","NCT03521635")			
pramlintide challenge test	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03560960","NCT03560960")			
pravastatin	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00303277","NCT00303277")			
prazosin	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00161473","NCT00161473")			
pre-intervention focus group	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03555695","NCT03555695")			
pre-intervention study visit	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03882879","NCT03882879")			
preclinical alzheimer's cognitive composite (pacc), alzheimer's disease assessment scale-cognitive scale (adas-cog), and functional assessment questionnaire (faq)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03900273","NCT03900273")			
prednisone	drug	6	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00466843","NCT00466843")			
prefrontal transcranial magnetic brain stimulation	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00029276","NCT00029276")			
preladenant	drug	10	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01294800","NCT01294800")			
preladenant 10 mg tablet	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01155479","NCT01155479")			
preladenant 2 mg tablet	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01155479","NCT01155479")			
preladenant 5 mg tablet	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01155479","NCT01155479")			
premarin ®	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00234676","NCT00234676")			
prepared trial intervention	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03718156","NCT03718156")			
preventing loss of independence through exercise (plie)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02350127","NCT02350127")			
preventive strategies advice and dementia risk estimate disclosure	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03847038","NCT03847038")			
pridopidine	drug	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02006472","NCT02006472")			
pridopidine (90 mg)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03019289","NCT03019289")			
prim-dj2727	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03026231","NCT03026231")			
prim-dj2727	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03671785","NCT03671785")			
primary auditory cortex activation	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03872414","NCT03872414")			
prior donepezil 5mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01327859","NCT01327859")			
prior donzepezil 10mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01327859","NCT01327859")			
prior placebo	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01327859","NCT01327859")			
prism adaptation	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02380859","NCT02380859")			
privigen	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04302805","NCT04302805")			
prj212	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02991235","NCT02991235")			
pro5 airdaptive power plate (badhoevedorp, the netherlands)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02184494","NCT02184494")			
probiotic	dietary supplement	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03324399","NCT03324399")			
probiotic capsule	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03377322","NCT03377322")			
probiotic supplemented intervention	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03991195","NCT03991195")			
probiotics and prebiotic	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02459717","NCT02459717")			
probucol	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02707458","NCT02707458")			
procedural motor skills with mirror-drawing of figures	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03076307","NCT03076307")			
process training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03582670","NCT03582670")			
professional service: treatment of problems by counseling or practical support	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00147693","NCT00147693")			
profile of csf biomarkers of ad	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02861846","NCT02861846")			
progenitor stem cell culture	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00927108","NCT00927108")			
progesterone	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00006399","NCT00006399")			
prograf	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03828058","NCT03828058")			
programming by community neurologist	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02541617","NCT02541617")			
progressive muscle relaxation	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01500330","NCT01500330")			
progressive resistance exercise	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02966600","NCT02966600")			
progressive resistance training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00591344","NCT00591344")			
prolopa®	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02169895","NCT02169895")			
propofol	drug	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00615472","NCT00615472")			
proprioceptive drills	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03079817","NCT03079817")			
proprioceptive training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03065127","NCT03065127")			
prosavin	biological	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00627588","NCT00627588")			
prosavin	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01856439","NCT01856439")			
prospective memory strategy	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01469741","NCT01469741")			
protective step training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03895814","NCT03895814")			
protein and calorie controlled diet	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01114321","NCT01114321")			
protocol intervention group	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03417583","NCT03417583")			
prototype capsule gdc-0134	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03237741","NCT03237741")			
prx-03140	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00672945","NCT00672945")			
prx002	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02095171","NCT02095171")			
pst-mci/ad caregiving	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00321971","NCT00321971")			
psychiatric tests	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02843906","NCT02843906")			
psychiatric treatment	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01731717","NCT01731717")			
psycho-education	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01188070","NCT01188070")			
psycho-education plus physical exercise	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01188070","NCT01188070")			
psycho-social cbt based training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02048605","NCT02048605")			
psycho-social intervention based on a web-based psycho-educational program, called diapason.	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01430286","NCT01430286")			
psychoeducation	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01978353","NCT01978353")			
psychoeducational programme	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02554370","NCT02554370")			
psychoeducational skills training intervention	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03144921","NCT03144921")			
psychoeducational/supportive care	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03998462","NCT03998462")			
psychological assessments	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03193099","NCT03193099")			
psychological evaluation	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03349554","NCT03349554")			
psychological interview	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02134561","NCT02134561")			
psychological questionnaires	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02299154","NCT02299154")			
psychological questionnaires	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01842919","NCT01842919")			
psychological tests	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02218567","NCT02218567")			
psychophysical measurements of 3d perception	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01620164","NCT01620164")			
psychosocial caregiver intervention	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03100617","NCT03100617")			
psychosocial information, counseling, and support	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00467766","NCT00467766")			
psychosocial intervention	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02685787","NCT02685787")			
psychosocial intervention	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01117181","NCT01117181")			
psychotherapy groups	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02418806","NCT02418806")			
pt320 2.0 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04269642","NCT04269642")			
pt320 2.0mg placebo	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04269642","NCT04269642")			
pt320 2.5 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04269642","NCT04269642")			
ptcco2	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00879593","NCT00879593")			
pti-125 100 mg oral tablet	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04079803","NCT04079803")			
pti-125 50 mg tablet	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04079803","NCT04079803")			
pti-125, 100 mg tablets	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03748706","NCT03748706")			
pu-ad	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03371420","NCT03371420")			
pulmonary function test	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03377868","NCT03377868")			
pulmonary function testing	procedure	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02710162","NCT02710162")			
pulsed vibrator	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01019343","NCT01019343")			
pupillography	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03651661","NCT03651661")			
pxt002331	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02639221","NCT02639221")			
pxt002331 - 20mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03331848","NCT03331848")			
pxt002331 - dose 1	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03162874","NCT03162874")			
pxt002331 - dose 2	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03162874","NCT03162874")			
pxt00864	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02361424","NCT02361424")			
pym50028	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00130429","NCT00130429")			
pyridostigmine bromide	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01993680","NCT01993680")			
pyrimethamine	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01083667","NCT01083667")			
